"the_geom","t_addl","street_nam","f_addl","x","t_zip","fullname","i_strno","z","speed","y","str_nam","id","mounttype","poletype"
"POINT (-122.28791273517312 37.85634726218665)","2,739","SAN PABLO","2,723","562,641.520157","94702","SAN PABLO","2,733","-18.866","35","4,190,115.53625","SAN PABLO AVE","179","Pole Mast","MASTARM POLE"
"POINT (-122.27124618110398 37.85432500811734)","1,899","ASHBY","1,821","564,109.428796","94703","ASHBY","2,946","1.292","35","4,189,902.4783","M L KING JR WAY","180","Pole Mast","MASTARM POLE"
"POINT (-122.24190291402334 37.85729388608067)","59","TUNNEL","1","566,688.156751","94705","TUNNEL","48","92.231","35","4,190,252.43593","TUNNEL RD","181","Pole Mast","MASTARM POLE"
"POINT (-122.24179537271401 37.85745914136797)","59","TUNNEL","1","566,697.46804","94705","TUNNEL","0","89.026","35","4,190,270.84754","TUNNEL RD","182","Single Pole","SINGLE POLE"
"POINT (-122.24209963650816 37.85743143599389)","59","TUNNEL","1","566,670.72669","94705","TUNNEL","20","87.829","35","4,190,267.55683","OAK RIDGE RD","183","Single Pole","SINGLE POLE"
"POINT (-122.24202410483069 37.85757901137655)","59","TUNNEL","1","566,677.238927","94705","TUNNEL","20","86.727","35","4,190,283.98394","OAK RIDGE RD","184","Pole Mast","MASTARM POLE"
"POINT (-122.24363903926326 37.85794378887673)","59","TUNNEL","1","566,534.846735","94705","TUNNEL","2","79.281","35","4,190,323.30471","TUNNEL RD","185","Pole Mast","MASTARM POLE"
"POINT (-122.2436738586104 37.85810865880356)","59","TUNNEL","1","566,531.635477","94705","TUNNEL","1","85.561","35","4,190,341.57252","TUNNEL RD","186","Single Pole","SINGLE POLE"
"POINT (-122.24402606491242 37.85815470271081)","3,099","ASHBY","3,001","566,500.611735","94705","ASHBY","2,942","75.624","35","4,190,346.42979","DOMINGO AVE","187","Pole Mast","MASTARM POLE"
"POINT (-122.24521350131441 37.857992402613654)","3,099","ASHBY","3,001","566,396.300518","94705","ASHBY","2,935","65.651","35","4,190,327.5771","CLAREMONT AVE","188","Pole Mast","MASTARM POLE"
"POINT (-122.2451223091806 37.858134196956655)","3,099","ASHBY","3,001","566,404.195126","94705","ASHBY","3,009","65.858","35","4,190,343.37493","ASHBY AVE","189","Pole Mast","MASTARM POLE"
"POINT (-122.24545909324006 37.8581020236028)","2,999","ASHBY","2,937","566,374.598089","94705","ASHBY","2,924","65.87","35","4,190,339.56499","CLAREMONT AVE","190","Pole Mast","MASTARM POLE"
"POINT (-122.24552467710818 37.85797623859986)","2,999","ASHBY","2,937","566,368.941045","94705","ASHBY","2,940","69.722","35","4,190,325.56284","CLAREMONT AVE","191","Single Pole","SINGLE POLE"
"POINT (-122.25294525624952 37.856983787750345)","2,997","COLLEGE","2,961","565,717.046668","94705","COLLEGE","2,961","40.441","35","4,190,210.19914","COLLEGE AVE","192","Single Pole","SINGLE POLE"
"POINT (-122.25956422873752 37.85631650926607)","2,999","TELEGRAPH","2,913","565,135.366989","94705","TELEGRAPH","2,999","28.442","35","4,190,131.52457","TELEGRAPH AVE","193","Single Pole","SINGLE POLE"
"POINT (-122.26718706069356 37.859381606195356)","0","WARD","0","564,462.115858","94703","","2,747","17.898","25","4,190,466.31141","ADELINE ST","194","Single Pole","SINGLE POLE"
"POINT (-122.25933290738791 37.85942915263722)","2,849","TELEGRAPH","2,801","565,152.976273","94705","TELEGRAPH","2,800","31.077","35","4,190,477.03869","TELEGRAPH AVE","195","Pole Mast","MASTARM POLE"
"POINT (-122.27187885118035 37.85979488505768)","1,899","DERBY","1,801","564,049.0379","94704","DERBY","2,640","7.503","25","4,190,508.93604","M L KING JR WAY","196","Single Pole","SINGLE POLE"
"POINT (-122.27179823588521 37.859678771296956)","1,899","DERBY","1,801","564,056.22934","94703","DERBY","2,700","6.943","25","4,190,496.10764","M L KING JR WAY","197","Pole Mast","MASTARM POLE"
"POINT (-122.2590503079387 37.859518497121805)","2,499","STUART","2,401","565,177.756917","94705","STUART","2,801","31.458","25","4,190,487.14951","TELEGRAPH AVE","198","Single Pole","SINGLE POLE"
"POINT (-122.25911762300252 37.85948640116173)","2,499","STUART","2,401","565,171.863286","94705","STUART","2,801","30.137","25","4,190,483.54096","TELEGRAPH AVE","199","Single Pole","SINGLE POLE"
"POINT (-122.2590378211744 37.85962990846194)","2,499","STUART","2,401","565,178.757502","94705","STUART","2,455","33.526","25","4,190,499.51936","STUART ST","200","Single Pole","SINGLE POLE"
"POINT (-122.25815580192362 37.85646472247802)","2,999","FLORENCE","2,901","565,259.136172","94705","FLORENCE","2,935","31.166","25","4,190,148.95232","FLORENCE ST","201","Pole Mast","MASTARM POLE"
"POINT (-122.25317941632336 37.85693643751201)","2,699","ASHBY","2,627","565,696.489775","94705","ASHBY","0","41.412","35","4,190,204.78076","COLLEGE AVE","202","Single Pole","SINGLE POLE"
"POINT (-122.25318249642012 37.857092082388064)","2,699","ASHBY","2,627","565,696.080688","94705","ASHBY","2,944","40.103","35","4,190,222.04712","COLLEGE AVE","203","Single Pole","SINGLE POLE"
"POINT (-122.27154024035572 37.85969848469547)","1,999","DERBY","1,901","564,078.907527","94703","DERBY","2,701","7.108","25","4,190,498.47268","M L KING JR WAY","204","Single Pole","SINGLE POLE"
"POINT (-122.2715814257381 37.85981916851442)","1,999","DERBY","1,901","564,075.179724","94703","DERBY","0","7.873","25","4,190,511.83405","MILVIA ST","205","Single Pole","SINGLE POLE"
"POINT (-122.27203978749084 37.863442848377844)","2,499","MARTIN LUTHER KING J","2,425","564,031.724278","94704","MARTIN LUTHER KING J","2,489","47.863","35","4,190,913.57297","M L KING JR WAY","206","Pole Mast","MASTARM POLE"
"POINT (-122.2723037229856 37.86420055734904)","2,499","MARTIN LUTHER KING J","2,425","564,007.853161","94704","MARTIN LUTHER KING J","2,424","15.311","35","4,190,997.46119","M L KING JR WAY","207","Single Pole","SINGLE POLE"
"POINT (-122.26329893699842 37.865478994582304)","2,299","HASTE","2,231","564,798.80104","94704","HASTE","2,420","30.718","25","4,191,145.51848","ELLSWORTH ST","208","Single Pole","SINGLE POLE"
"POINT (-122.26326391118765 37.86535994816197)","2,299","HASTE","2,231","564,801.986503","94704","HASTE","2,426","30.748","25","4,191,132.33509","ELLSWORTH ST","209","Single Pole","SINGLE POLE"
"POINT (-122.26310371304847 37.864607419367175)","2,499","ELLSWORTH","2,425","564,816.736768","94704","ELLSWORTH","2,247","50.988","25","4,191,048.95176","DWIGHT WAY","210","Single Pole","SINGLE POLE"
"POINT (-122.26297813253115 37.864623857922794)","2,499","ELLSWORTH","2,425","564,827.767542","94704","ELLSWORTH","2,491","48.39","25","4,191,050.86301","ELLSWORTH ST","211","Single Pole","SINGLE POLE"
"POINT (-122.29152242227671 37.86780184584175)","2,129","SAN PABLO","2,111","562,314.329897","94702","SAN PABLO","2,111","-18.664","35","4,191,384.02525","SAN PABLO AVE","212","Single Pole","SINGLE POLE"
"POINT (-122.25983831137032 37.8562422750718)","2,399","ASHBY","2,301","565,111.321417","94705","ASHBY","2,996","26.824","35","4,190,123.09744","TELEGRAPH AVE","213","Pole Mast","MASTARM POLE"
"POINT (-122.2598688180312 37.856099620849925)","2,399","ASHBY","2,301","565,108.762928","94705","ASHBY","3,000","28.144","35","4,190,107.24779","TELEGRAPH AVE","214","Single Pole","SINGLE POLE"
"POINT (-122.25799620970827 37.856499229646154)","2,499","ASHBY","2,441","565,273.144874","94705","ASHBY","2,935","32.495","35","4,190,152.89283","FLORENCE ST","215","Single Pole","SINGLE POLE"
"POINT (-122.25786742829992 37.856371787245415)","2,499","ASHBY","2,441","565,284.586048","94705","ASHBY","2,450","32.526","35","4,190,138.84319","ASHBY AVE","216","Pole Mast","MASTARM POLE"
"POINT (-122.25953610366507 37.856143745547435)","2,431","ASHBY","2,401","565,137.993619","94705","ASHBY","3,001","29.476","35","4,190,112.37619","TELEGRAPH AVE","217","Pole Mast","MASTARM POLE"
"POINT (-122.25811281830195 37.85632631855961)","2,439","ASHBY","2,433","565,263.03915","94705","ASHBY","2,437","31.412","35","4,190,133.62665","WEBSTER ST","218","Single Pole","SINGLE POLE"
"POINT (-122.27082124888241 37.85423816682691)","1,967","ASHBY","1,901","564,146.886199","94703","ASHBY","0","-1.473","35","4,189,893.13514","ADELINE ST","219","Single Pole","SINGLE POLE"
"POINT (-122.27098726239575 37.85440918245395)","1,967","ASHBY","1,901","564,132.133713","94703","ASHBY","1,901","-1.642","35","4,189,911.99492","ASHBY AVE","220","Single Pole","SINGLE POLE"
"POINT (-122.26934140297925 37.854422659002026)","3,019","ADELINE","3,001","564,276.912262","94703","ADELINE","0","1.916","35","4,189,914.6224","ADELINE ST","221","Single Pole","SINGLE POLE"
"POINT (-122.26929939943992 37.85441776660468)","3,019","ADELINE","3,001","564,280.611348","94703","ADELINE","0","4.48","35","4,189,914.10877","ADELINE ST","222","Pole Mast","MASTARM POLE"
"POINT (-122.2692871332825 37.85445816760324)","3,019","ADELINE","3,001","564,281.655687","94703","ADELINE","1,985","6.195","35","4,189,918.59966","ASHBY AVE","223","Pole Mast","MASTARM POLE"
"POINT (-122.27416860374423 37.853971658737564)","2,999","KING","2,921","563,852.641029","94703","KING","2,949","-1.45","25","4,189,861.27083","KING ST","224","Single Pole","SINGLE POLE"
"POINT (-122.27417618519466 37.854020047296686)","2,999","KING","2,921","563,851.931575","94703","KING","2,949","-3.074","25","4,189,866.63459","KING ST","225","Single Pole","SINGLE POLE"
"POINT (-122.27431732470639 37.85398973152182)","2,999","KING","2,921","563,839.541236","94703","KING","2,998","-1.552","25","4,189,863.17402","KING ST","226","Single Pole","SINGLE POLE"
"POINT (-122.29260816520919 37.85532145841232)","899","GRAYSON","701","562,229.324678","94710","GRAYSON","801","-17.105","25","4,189,998.58206","GRAYSON ST","227","Pole Mast","MASTARM POLE"
"POINT (-122.29185610273345 37.85359897824358)","2,899","7TH","2,801","562,296.93386","94710","7TH","901","-19.04","35","4,189,807.97198","HEINZ AVE","228","Pole Mast","MASTARM POLE"
"POINT (-122.29252729341705 37.85519073179045)","2,899","7TH","2,801","562,236.548823","94710","7TH","2,800","-16.101","35","4,189,984.13129","SEVENTH ST","229","Pole Mast","MASTARM POLE"
"POINT (-122.29236059999789 37.855301018443164)","925","GRAYSON","901","562,251.120899","94710","GRAYSON","906","-17.206","25","4,189,996.47926","GRAYSON ST","230","Pole Mast","MASTARM POLE"
"POINT (-122.29237538835828 37.85526576032509)","925","GRAYSON","901","562,249.849456","94710","GRAYSON","906","-17.225","25","4,189,992.55725","GRAYSON ST","231","Single Pole","SINGLE POLE"
"POINT (-122.26873148096256 37.85500893371382)","2,049","ASHBY","2,001","564,330.05888","94703","ASHBY","2,035","10.748","35","4,189,980.09119","ASHBY AVE","232","Single Pole","SINGLE POLE"
"POINT (-122.27233556605711 37.86431069113859)","2,423","MARTIN LUTHER KING J","2,401","564,004.956355","94704","MARTIN LUTHER KING J","2,422","15.232","35","4,191,009.65846","M L KING JR WAY","233","Single Pole","SINGLE POLE"
"POINT (-122.27213076841868 37.86435972910381)","2,423","MARTIN LUTHER KING J","2,401","564,022.928261","94704","MARTIN LUTHER KING J","1,903","13.951","35","4,191,015.23999","HASTE ST","234","Single Pole","SINGLE POLE"
"POINT (-122.26558094082137 37.86518679742602)","2,199","HASTE","2,101","564,598.33307","94704","HASTE","2,137","25.628","25","4,191,111.51768","HASTE ST","235","Pole Mast","MASTARM POLE"
"POINT (-122.26556015218303 37.86506017949036)","2,199","HASTE","2,101","564,600.272292","94704","HASTE","2,424","24.868","25","4,191,097.48335","FULTON ST","236","Pole Mast","MASTARM POLE"
"POINT (-122.26736099104669 37.86498525720993)","2,199","HASTE","2,101","564,441.93609","94704","HASTE","2,429","21.901","25","4,191,087.926","SHATTUCK AVE","237","Single Pole","SINGLE POLE"
"POINT (-122.27206753411511 37.864223614300315)","1,999","HASTE","1,901","564,028.608657","94704","HASTE","2,429","16.207","25","4,191,000.18172","M L KING JR WAY","238","Single Pole","SINGLE POLE"
"POINT (-122.26512793136037 37.86420586674965)","2,299","DWIGHT","2,201","564,639.036517","94704","DWIGHT","2,511","47.942","35","4,191,002.99535","FULTON ST","239","Single Pole","SINGLE POLE"
"POINT (-122.26303421603853 37.86445614050894)","2,521","ELLSWORTH","2,501","564,822.981652","94704","ELLSWORTH","2,248","47.862","25","4,191,032.21523","DWIGHT WAY","240","Single Pole","SINGLE POLE"
"POINT (-122.26749648945474 37.86388014860806)","2,099","DWIGHT","2,001","564,430.979751","94704","DWIGHT","2,500","52.925","35","4,190,965.21854","SHATTUCK AVE","241","Single Pole","SINGLE POLE"
"POINT (-122.26767506550568 37.86399634280382)","2,099","DWIGHT","2,001","564,415.170508","94704","DWIGHT","2,484","48.415","35","4,190,977.98677","SHATTUCK AVE","242","Single Pole","SINGLE POLE"
"POINT (-122.29414551448319 37.860076942313455)","899","DWIGHT","851","562,090.092817","94710","DWIGHT","740","-16.758","25","4,190,525.18603","DWIGHT WAY","243","Pole Mast","MASTARM POLE"
"POINT (-122.2941812634316 37.86010951398816)","899","DWIGHT","851","562,086.920718","94710","DWIGHT","740","-22.093","25","4,190,528.77705","DWIGHT WAY","244","Single Pole","SINGLE POLE"
"POINT (-122.29435624038004 37.860187688326896)","899","DWIGHT","851","562,071.463832","94710","DWIGHT","851","-20.734","25","4,190,537.33377","DWIGHT WAY","245","Single Pole","SINGLE POLE"
"POINT (-122.2938801358712 37.8601165907497)","923","DWIGHT","901","562,113.403838","94710","DWIGHT","2,520","-19.022","35","4,190,529.7618","EIGHTH ST","246","Single Pole","SINGLE POLE"
"POINT (-122.25833869531154 37.865093695171964)","2,519","DWIGHT","2,501","565,235.440763","94704","DWIGHT","2,502","49.768","35","4,191,106.22503","DWIGHT WAY","247","Single Pole","SINGLE POLE"
"POINT (-122.25908913956164 37.85966478696174)","2,799","TELEGRAPH","2,731","565,174.212359","94705","TELEGRAPH","2,455","33.096","35","4,190,503.35353","STUART ST","248","Pole Mast","MASTARM POLE"
"POINT (-122.29433886509561 37.86025079017179)","899","DWIGHT","801","562,072.938869","94710","DWIGHT","851","-18.276","25","4,190,544.34637","DWIGHT WAY","249","Single Pole","SINGLE POLE"
"POINT (-122.29509682048997 37.86059286866453)","899","DWIGHT","801","562,005.978942","94710","DWIGHT","2,437","-21.619","25","4,190,581.79694","SIXTH ST","250","Single Pole","SINGLE POLE"
"POINT (-122.27161560089942 37.85985676648318)","2,699","MARTIN LUTHER KING J","2,625","564,072.141376","94703","MARTIN LUTHER KING J","0","8.27","35","4,190,515.98238","MILVIA ST","251","Pole Mast","MASTARM POLE"
"POINT (-122.28964977567351 37.86099448692744)","1,099","DWIGHT","1,051","562,484.788417","94702","DWIGHT","2,500","-17.504","35","4,190,629.98943","SAN PABLO AVE","252","Pole Mast","MASTARM POLE"
"POINT (-122.28972889916929 37.861016452008656)","1,099","DWIGHT","1,051","562,477.810129","94702","DWIGHT","2,500","-16.087","35","4,190,632.37297","SAN PABLO AVE","253","Single Pole","SINGLE POLE"
"POINT (-122.2897631667168 37.86112066625375)","1,099","DWIGHT","1,051","562,474.707608","94702","DWIGHT","2,448","-18.364","35","4,190,643.9134","SAN PABLO AVE","254","Single Pole","SINGLE POLE"
"POINT (-122.28940385127109 37.8610341650997)","1,113","DWIGHT","1,101","562,506.388008","94702","DWIGHT","2,501","-18.672","35","4,190,634.55663","SAN PABLO AVE","255","Single Pole","SINGLE POLE"
"POINT (-122.28937299477866 37.86107663802256)","1,113","DWIGHT","1,101","562,509.066719","94702","DWIGHT","2,501","-14.55","35","4,190,639.28941","SAN PABLO AVE","256","Single Pole","SINGLE POLE"
"POINT (-122.2670967558863 37.8639599571613)","2,199","DWIGHT","2,101","564,466.070936","94704","DWIGHT","2,104","47.918","35","4,190,974.3496","DWIGHT WAY","257","Single Pole","SINGLE POLE"
"POINT (-122.26721213328946 37.86391516092984)","2,199","DWIGHT","2,101","564,455.961891","94704","DWIGHT","2,104","47.564","35","4,190,969.29929","DWIGHT WAY","258","Single Pole","SINGLE POLE"
"POINT (-122.26535066987066 37.864175803459396)","2,199","DWIGHT","2,101","564,619.470392","94704","DWIGHT","2,180","47.946","35","4,190,999.5048","DWIGHT WAY","259","Single Pole","SINGLE POLE"
"POINT (-122.26712499669338 37.864072004984216)","2,199","DWIGHT","2,101","564,463.489305","94704","DWIGHT","2,107","48.252","35","4,190,986.76224","DWIGHT WAY","260","Single Pole","SINGLE POLE"
"POINT (-122.26539879577369 37.864258725211826)","2,199","DWIGHT","2,101","564,615.164424","94704","DWIGHT","2,175","26.158","35","4,191,008.67272","DWIGHT WAY","261","Pole Mast","MASTARM POLE"
"POINT (-122.27240104646478 37.8650857199217)","1,899","CHANNING","1,827","563,998.526389","94704","CHANNING","2,400","9.521","25","4,191,095.6045","M L KING JR WAY","262","Pole Mast","MASTARM POLE"
"POINT (-122.27247213831792 37.86522099080566)","1,899","CHANNING","1,827","563,992.156353","94703","CHANNING","1,843","10.863","25","4,191,110.5642","CHANNING WAY","263","Single Pole","SINGLE POLE"
"POINT (-122.29400691804688 37.860291232328095)","2,499","7TH","2,401","562,102.105031","94710","7TH","907","-19.429","35","4,190,549.05403","DWIGHT WAY","264","Pole Mast","MASTARM POLE"
"POINT (-122.28122254657474 37.8620973174928)","1,499","DWIGHT","1,451","563,225.143297","94702","DWIGHT","2,500","-3.78","35","4,190,758.02466","SACRAMENTO ST","265","Single Pole","SINGLE POLE"
"POINT (-122.28131201448772 37.862221306593916)","1,499","DWIGHT","1,451","563,217.167313","94702","DWIGHT","2,452","-2.612","35","4,190,771.72096","SACRAMENTO ST","266","Single Pole","SINGLE POLE"
"POINT (-122.28127783200722 37.86225279012499)","1,499","DWIGHT","1,451","563,220.147877","94702","DWIGHT","2,452","-2.37","35","4,190,775.23688","SACRAMENTO ST","267","Single Pole","SINGLE POLE"
"POINT (-122.28107823846287 37.86210492933842)","2,549","SACRAMENTO","2,501","563,237.830765","94702","SACRAMENTO","2,500","-3.979","35","4,190,758.96676","SACRAMENTO ST","268","Single Pole","SINGLE POLE"
"POINT (-122.2969579136736 37.865221351980686)","819","ALLSTON","801","561,838.400525","94710","ALLSTON","2,200","-19.244","25","4,191,094.09947","SIXTH ST","269","Single Pole","SINGLE POLE"
"POINT (-122.29694146484256 37.8652639859025)","819","ALLSTON","801","561,839.810943","94710","ALLSTON","815","-22.1","25","4,191,098.84134","ALLSTON WAY","270","Single Pole","SINGLE POLE"
"POINT (-122.29689028700297 37.86511618265787)","2,299","6TH","2,201","561,844.436239","94710","6TH","2,200","-22.263","35","4,191,082.47549","SIXTH ST","271","Pole Mast","MASTARM POLE"
"POINT (-122.29671191476267 37.86516599356054)","2,299","6TH","2,201","561,860.084822","94710","6TH","2,207","-22.852","35","4,191,088.1202","SIXTH ST","272","Single Pole","SINGLE POLE"
"POINT (-122.28089075449542 37.86215920316439)","1,525","DWIGHT","1,501","563,254.276599","94702","DWIGHT","1,518","-4.059","35","4,190,765.11514","DWIGHT WAY","273","Single Pole","SINGLE POLE"
"POINT (-122.28090437657033 37.86213142737846)","1,525","DWIGHT","1,501","563,253.101396","94702","DWIGHT","1,518","-4.304","35","4,190,762.02478","DWIGHT WAY","274","Single Pole","SINGLE POLE"
"POINT (-122.28093324118421 37.86228455677223)","1,525","DWIGHT","1,501","563,250.431902","94703","DWIGHT","2,495","-4.036","35","4,190,778.99525","SACRAMENTO ST","275","Single Pole","SINGLE POLE"
"POINT (-122.25883999996259 37.86151498326516)","2,699","TELEGRAPH","2,629","565,194.4984","94704","TELEGRAPH","2,655","36.735","35","4,190,708.80933","TELEGRAPH AVE","276","Pole Mast","MASTARM POLE"
"POINT (-122.24707801432321 37.862567191470006)","2,939","DERBY","2,935","566,228.188002","94704","DERBY","2,951","78.299","25","4,190,833.83392","DERBY ST","277","Single Pole","SINGLE POLE"
"POINT (-122.24727389531984 37.86248856873531)","2,939","DERBY","2,935","566,211.029067","94704","DERBY","2,951","82.561","25","4,190,824.97193","DERBY ST","278","Pole Mast","MASTARM POLE"
"POINT (-122.24728792857255 37.86242105255527)","2,939","DERBY","2,935","566,209.854477","94705","DERBY","2,700","82.113","25","4,190,817.4705","CLAREMONT BLVD","279","Single Pole","SINGLE POLE"
"POINT (-122.24690152431425 37.86245610153525)","2,981","DERBY","2,941","566,243.812002","94705","DERBY","2,701","80.457","25","4,190,821.63351","CLAREMONT BLVD","280","Single Pole","SINGLE POLE"
"POINT (-122.24695523430256 37.86258537574746)","2,981","DERBY","2,941","566,238.972675","94704","DERBY","2,951","77.586","25","4,190,835.93926","DERBY ST","281","Single Pole","SINGLE POLE"
"POINT (-122.27225927256855 37.86340704579086)","1,899","DWIGHT","1,821","564,012.449423","94704","DWIGHT","2,488","46.716","35","4,190,909.45036","M L KING JR WAY","282","Single Pole","SINGLE POLE"
"POINT (-122.27219197251888 37.863250561921646)","2,529","MARTIN LUTHER KING J","2,501","564,018.504624","94704","MARTIN LUTHER KING J","2,500","9.182","35","4,190,892.13368","M L KING JR WAY","283","Pole Mast","MASTARM POLE"
"POINT (-122.2719922135546 37.86343312039809)","1,999","DWIGHT","1,901","564,035.917913","94704","DWIGHT","2,489","47.385","35","4,190,912.52605","M L KING JR WAY","284","Single Pole","SINGLE POLE"
"POINT (-122.2719670331543 37.863313991338615)","1,999","DWIGHT","1,901","564,038.235879","94704","DWIGHT","2,500","46.184","35","4,190,899.32564","MILVIA ST","285","Single Pole","SINGLE POLE"
"POINT (-122.27197983461107 37.863289447172505)","1,999","DWIGHT","1,901","564,037.131204","94704","DWIGHT","2,500","45.794","35","4,190,896.59411","MILVIA ST","286","Single Pole","SINGLE POLE"
"POINT (-122.28112024505836 37.86228863059147)","2,499","SACRAMENTO","2,401","563,233.979346","94702","SACRAMENTO","2,452","-3.839","35","4,190,779.32013","SACRAMENTO ST","287","Single Pole","SINGLE POLE"
"POINT (-122.26523077831621 37.86416442097271)","2,527","FULTON","2,501","564,630.025953","94704","FULTON","2,180","48.42","25","4,190,998.32518","DWIGHT WAY","288","Single Pole","SINGLE POLE"
"POINT (-122.26515848250075 37.864167855250855)","2,527","FULTON","2,501","564,636.382516","94704","FULTON","2,511","47.531","25","4,190,998.75692","FULTON ST","289","Single Pole","SINGLE POLE"
"POINT (-122.2628945070815 37.86450004574958)","2,399","DWIGHT","2,301","564,835.23214","94704","DWIGHT","2,503","47.981","35","4,191,037.18416","ELLSWORTH ST","290","Single Pole","SINGLE POLE"
"POINT (-122.2607726647845 37.86474050705901)","2,517","DANA","2,501","565,021.658839","94704","DANA","2,500","34.924","25","4,191,065.33961","DANA ST","291","Single Pole","SINGLE POLE"
"POINT (-122.2606424416891 37.86477344186524)","2,517","DANA","2,501","565,033.084951","94704","DANA","2,501","34.36","25","4,191,069.08398","DANA ST","292","Single Pole","SINGLE POLE"
"POINT (-122.26757611033142 37.86478085218118)","2,099","HASTE","2,001","564,423.192131","94704","HASTE","2,450","23.171","25","4,191,065.09785","SHATTUCK AVE","293","Single Pole","SINGLE POLE"
"POINT (-122.26772870629244 37.8647945771623)","2,099","HASTE","2,001","564,409.757472","94704","HASTE","2,450","22.278","25","4,191,066.5159","SHATTUCK AVE","294","Single Pole","SINGLE POLE"
"POINT (-122.26776526427368 37.86490470902778)","2,099","HASTE","2,001","564,406.445796","94704","HASTE","2,440","22.735","25","4,191,078.70979","SHATTUCK AVE","295","Single Pole","SINGLE POLE"
"POINT (-122.26726358266089 37.86408377317504)","2,499","SHATTUCK","2,451","564,451.289437","94704","SHATTUCK","2,107","21.037","35","4,190,987.97134","DWIGHT WAY","296","Single Pole","SINGLE POLE"
"POINT (-122.26737671374623 37.86407514519279)","2,499","SHATTUCK","2,451","564,441.345055","94704","SHATTUCK","2,107","21.448","35","4,190,986.93571","DWIGHT WAY","297","Single Pole","SINGLE POLE"
"POINT (-122.26537711021942 37.86508002234274)","2,499","FULTON","2,425","564,616.355122","94704","FULTON","2,206","24.702","25","4,191,099.81133","HASTE ST","298","Single Pole","SINGLE POLE"
"POINT (-122.26520650071144 37.864315182763335)","2,499","FULTON","2,425","564,632.029965","94704","FULTON","2,201","48.045","25","4,191,015.06908","DWIGHT WAY","299","Single Pole","SINGLE POLE"
"POINT (-122.25853708209546 37.86503043742054)","2,499","DWIGHT","2,401","565,218.046182","94704","DWIGHT","2,482","50.208","35","4,191,099.06758","TELEGRAPH AVE","300","Single Pole","SINGLE POLE"
"POINT (-122.25845258534655 37.86425605956539)","2,549","TELEGRAPH","2,501","565,226.160491","94704","TELEGRAPH","2,539","42.277","35","4,191,013.20773","TELEGRAPH AVE","301","Pole Mast","MASTARM POLE"
"POINT (-122.27216958454102 37.865148622678014)","1,999","CHANNING","1,901","564,018.831123","94704","CHANNING","1,900","12.39","25","4,191,102.74209","CHANNING WAY","302","Single Pole","SINGLE POLE"
"POINT (-122.26704489776272 37.85950830929197)","2,733","SHATTUCK","2,701","564,474.510803","94705","SHATTUCK","2,721","18.044","25","4,190,480.46717","SHATTUCK AVE","303","Single Pole","SINGLE POLE"
"POINT (-122.26711015718938 37.85965395440381)","2,733","SHATTUCK","2,701","564,468.643248","94705","SHATTUCK","2,721","19.423","25","4,190,496.58221","SHATTUCK AVE","304","Single Pole","SINGLE POLE"
"POINT (-122.26711792576174 37.859506464666964)","2,733","SHATTUCK","2,701","564,468.088232","94705","SHATTUCK","2,721","21.438","25","4,190,480.21147","SHATTUCK AVE","305","Single Pole","SINGLE POLE"
"POINT (-122.26694777991699 37.85954791048513)","2,733","SHATTUCK","2,701","564,483.019594","94705","SHATTUCK","2,721","16.198","25","4,190,484.92793","SHATTUCK AVE","306","Pole Mast","MASTARM POLE"
"POINT (-122.25912666057556 37.86127012885061)","2,419","DERBY","2,401","565,169.49825","94705","DERBY","2,706","37.167","25","4,190,681.44262","TELEGRAPH AVE","307","Pole Mast","MASTARM POLE"
"POINT (-122.25915675352668 37.86130669076286)","2,419","DERBY","2,401","565,166.818332","94705","DERBY","2,706","37.433","25","4,190,685.478","TELEGRAPH AVE","308","Single Pole","SINGLE POLE"
"POINT (-122.25908919316642 37.86146021272111)","2,419","DERBY","2,401","565,172.626881","94704","DERBY","2,650","38.51","25","4,190,702.55849","TELEGRAPH AVE","309","Single Pole","SINGLE POLE"
"POINT (-122.25914263138915 37.861420870475115)","2,419","DERBY","2,401","565,167.960723","94704","DERBY","2,650","38.601","25","4,190,698.15634","TELEGRAPH AVE","310","Single Pole","SINGLE POLE"
"POINT (-122.25878804763684 37.86137415914635)","2,499","DERBY","2,421","565,199.192192","94705","DERBY","2,700","35.086","25","4,190,693.22138","REGENT ST","311","Single Pole","SINGLE POLE"
"POINT (-122.25882574893075 37.861344687172405)","2,499","DERBY","2,421","565,195.901904","94705","DERBY","2,700","33.4","25","4,190,689.9253","REGENT ST","312","Single Pole","SINGLE POLE"
"POINT (-122.2587500647441 37.864118830962084)","2,499","BLAKE","2,457","565,200.115719","94704","BLAKE","2,556","30.031","25","4,190,997.77399","TELEGRAPH AVE","313","Single Pole","SINGLE POLE"
"POINT (-122.25873024539729 37.86405700913519)","2,499","BLAKE","2,457","565,201.912695","94704","BLAKE","2,556","40.57","25","4,190,990.92878","TELEGRAPH AVE","314","Pole Mast","MASTARM POLE"
"POINT (-122.258755791663 37.86422682828899)","2,499","BLAKE","2,457","565,199.516545","94704","BLAKE","2,430","35.407","25","4,191,009.75278","DWIGHT WAY","315","Single Pole","SINGLE POLE"
"POINT (-122.25870333105922 37.864243370192305)","2,499","BLAKE","2,457","565,204.116394","94704","BLAKE","2,430","41.624","25","4,191,011.62457","DWIGHT WAY","316","Single Pole","SINGLE POLE"
