"the_geom","t_addl","street_nam","f_addl","x","t_zip","fullname","i_strno","z","speed","y","str_nam","id","mounttype","poletype"
"POINT (-122.25920244040148 37.86878930590451)","2,299","SATHER","2,201","565,156.211132","94720","SATHER","2,301","52.638","25","4,191,515.65654","BANCROFT WAY","589","Single Pole","SINGLE POLE"
"POINT (-122.27049616191337 37.87007464686176)","2,149","MILVIA","2,101","564,161.753566","94704","MILVIA","2,001","17.147","25","4,191,650.44314","CENTER ST","590","Single Pole","SINGLE POLE"
"POINT (-122.2684821030053 37.87197343161956)","0","SHATTUCK","0","564,337.245587","94704","SHATTUCK","2,000","23.057","35","4,191,862.5029","SHATTUCK AVE","591","Single Pole","SINGLE POLE"
"POINT (-122.26828834618114 37.872066784747176)","0","SHATTUCK","0","564,354.206739","94704","SHATTUCK","48","23.902","35","4,191,872.99498","SHATTUCK SQ","592","Single Pole","SINGLE POLE"
"POINT (-122.2708261285886 37.87169171550259)","2,099","MILVIA","2,001","564,131.329672","94704","MILVIA","1,974","31.332","25","4,191,829.63329","UNIVERSITY AVE","593","Single Pole","SINGLE POLE"
"POINT (-122.2706177245383 37.8717780021636)","2,099","MILVIA","2,001","564,149.584022","94704","MILVIA","2,000","30.621","25","4,191,839.34945","UNIVERSITY AVE","594","Single Pole","SINGLE POLE"
"POINT (-122.279934579178 37.87078126772905)","1,599","UNIVERSITY","1,501","563,331.004226","94703","UNIVERSITY","1,597","7.457","35","4,191,722.39714","UNIVERSITY AVE","595","Single Pole","SINGLE POLE"
"POINT (-122.27989168244753 37.870568428395515)","1,599","UNIVERSITY","1,501","563,334.959614","94703","UNIVERSITY","1,598","5.987","35","4,191,698.81127","UNIVERSITY AVE","596","Single Pole","SINGLE POLE"
"POINT (-122.28178068713723 37.87056551229372)","1,599","UNIVERSITY","1,501","563,168.817751","94703","UNIVERSITY","1,501","0.301","35","4,191,697.20703","UNIVERSITY AVE","597","Single Pole","SINGLE POLE"
"POINT (-122.28175680201498 37.87032855564037)","1,599","UNIVERSITY","1,501","563,171.121274","94703","UNIVERSITY","1,500","-0.209","35","4,191,670.93317","UNIVERSITY AVE","598","Pole Mast","MASTARM POLE"
"POINT (-122.27968111721223 37.87062538540261)","2,099","CALIFORNIA","2,001","563,353.430251","94703","CALIFORNIA","1,600","5.721","25","4,191,705.274","UNIVERSITY AVE","599","Single Pole","SINGLE POLE"
"POINT (-122.27985272696998 37.87054525043193)","2,099","CALIFORNIA","2,001","563,338.405234","94703","CALIFORNIA","1,598","6.633","25","4,191,696.26584","UNIVERSITY AVE","600","Single Pole","SINGLE POLE"
"POINT (-122.2663348319806 37.873214459254044)","1,999","OXFORD","1,951","564,525.019674","94704","OXFORD","1,952","36.381","25","4,192,001.68007","OXFORD ST","601","Pole Mast","MASTARM POLE"
"POINT (-122.26611110665111 37.87256868944705)","1,999","OXFORD","1,951","564,545.259305","94704","OXFORD","1,990","36.302","25","4,191,930.18535","OXFORD ST","602","Single Pole","SINGLE POLE"
"POINT (-122.26626291574628 37.8725684189245)","1,999","OXFORD","1,951","564,531.908605","94704","OXFORD","1,990","30.757","25","4,191,930.05041","OXFORD ST","603","Single Pole","SINGLE POLE"
"POINT (-122.27472582003958 37.885421673828894)","1,939","HOPKINS","1,901","563,776.504307","94709","HOPKINS","1,201","31.207","25","4,193,350.32596","THE ALAMEDA","604","Single Pole","SINGLE POLE"
"POINT (-122.27489464721768 37.885581936607)","1,939","HOPKINS","1,901","563,761.519953","94707","HOPKINS","1,161","33.042","25","4,193,367.99286","THE ALAMEDA","605","Single Pole","SINGLE POLE"
"POINT (-122.27638021559417 37.888984612110114)","1,931","MARIN","1,901","563,627.958494","94707","MARIN","1,901","51.097","35","4,193,744.51216","MARIN AVE","606","Single Pole","SINGLE POLE"
"POINT (-122.27615455195088 37.888002110010554)","1,123","THE ALAMEDA","1,101","563,648.646872","94707","THE ALAMEDA","1,103","37.675","35","4,193,635.65559","THE ALAMEDA","607","Single Pole","SINGLE POLE"
"POINT (-122.29921476412055 37.87968627348586)","1,399","8TH","1,301","561,627.837966","94710","8TH","924","-22.971","25","4,192,697.5146","GILMAN ST","684","Single Pole","SINGLE POLE"
"POINT (-122.30084759288103 37.89670031127204)","1,111","BRIGHTON, AL","1,101","561,470.096155","94707","BRIGHTON, AL","618","-24.416","25","4,194,584.17945","NEILSON ST","608","Single Pole","SINGLE POLE"
"POINT (-122.29722381049363 37.884547347978106)","1,099","MONROE, AL","0","561,798.864142","94710","MONROE, AL","1,172","-19.501","25","4,193,238.17761","SAN PABLO AVE","609","Pole Mast","MASTARM POLE"
"POINT (-122.29729195149513 37.88457118922067)","1,099","MONROE, AL","0","561,792.852231","94710","MONROE, AL","1,172","-18.042","25","4,193,240.77758","SAN PABLO AVE","610","Single Pole","SINGLE POLE"
"POINT (-122.29730084606949 37.884692822851655)","1,099","MONROE, AL","0","561,791.967957","94710","MONROE, AL","1,172","-16.813","25","4,193,254.26677","SAN PABLO AVE","611","Single Pole","SINGLE POLE"
"POINT (-122.29699875267879 37.88463153668699)","0","SAN PABLO, AL","0","561,818.584733","94710","SAN PABLO, AL","1,172","-17.706","35","4,193,247.66776","SAN PABLO AVE","612","Single Pole","SINGLE POLE"
"POINT (-122.26597670822838 37.872586626379736)","1,999","OXFORD","1,951","564,557.064241","94720","OXFORD","2,301","36.728","25","4,191,932.26879","BANCROFT WAY","613","Single Pole","SINGLE POLE"
"POINT (-122.27293385061158 37.86976746735484)","2,149","MARTIN LUTHER KING J","2,101","563,947.615052","94703","MARTIN LUTHER KING J","2,100","17.126","35","4,191,614.68788","M L KING JR WAY","614","Single Pole","SINGLE POLE"
"POINT (-122.2726962645346 37.869799245858246)","2,149","MARTIN LUTHER KING J","2,101","563,968.483716","94704","MARTIN LUTHER KING J","2,109","17.518","35","4,191,618.37674","M L KING JR WAY","615","Single Pole","SINGLE POLE"
"POINT (-122.27267799441468 37.86981478032207)","2,149","MARTIN LUTHER KING J","2,101","563,970.077209","94704","MARTIN LUTHER KING J","2,109","20.622","35","4,191,620.11235","M L KING JR WAY","616","Single Pole","SINGLE POLE"
"POINT (-122.26598627559632 37.870473421920885)","2,123","OXFORD","2,121","564,558.067494","94704","OXFORD","2,128","34.327","25","4,191,697.79748","OXFORD ST","617","Single Pole","SINGLE POLE"
"POINT (-122.26606233373737 37.87066852637624)","2,199","CENTER","2,111","564,551.207526","94704","CENTER","2,150","33.144","25","4,191,719.39269","ADDISON ST","618","Single Pole","SINGLE POLE"
"POINT (-122.26764564815974 37.87042974848063)","2,199","CENTER","2,111","564,412.157537","94704","CENTER","2,119","24.384","25","4,191,691.80566","CENTER ST","619","Single Pole","SINGLE POLE"
"POINT (-122.28183555507901 37.870598650430175)","1,999","SACRAMENTO","1,925","563,163.964347","94703","SACRAMENTO","1,501","0.445","35","4,191,700.84684","UNIVERSITY AVE","620","Pole Mast","MASTARM POLE"
"POINT (-122.26844963332411 37.87109699611173)","2,089","ADDISON","2,001","564,340.864489","94704","ADDISON","2,104","24.838","25","4,191,765.28372","SHATTUCK AVE","621","Single Pole","SINGLE POLE"
"POINT (-122.26833675486942 37.87105210254294)","0","SHATTUCK","0","564,350.831631","94704","SHATTUCK","2,104","24.8","35","4,191,760.37981","SHATTUCK AVE","622","Single Pole","SINGLE POLE"
"POINT (-122.26814068974633 37.87113225971758)","2,099","ADDISON","2,091","564,368.005878","94704","ADDISON","100","24.18","25","4,191,769.40892","BERKELEY SQ","623","Single Pole","SINGLE POLE"
"POINT (-122.26784481755504 37.871167538907315)","2,099","ADDISON","2,091","564,393.997684","94704","ADDISON","100","24.545","25","4,191,773.52741","BERKELEY SQ","624","Single Pole","SINGLE POLE"
"POINT (-122.26813605742525 37.871260208005)","2,099","ADDISON","2,091","564,368.301772","94704","ADDISON","82","25.123","25","4,191,783.60841","SHATTUCK AVE","625","Single Pole","SINGLE POLE"
"POINT (-122.26787058390244 37.87129677489539)","2,099","ADDISON","2,091","564,391.619548","94704","ADDISON","82","28.723","25","4,191,787.84795","SHATTUCK AVE","626","Single Pole","SINGLE POLE"
"POINT (-122.26769221780398 37.87043381817277)","0","BERKELEY","0","564,408.058006","94704","BERKELEY","2,119","25.128","25","4,191,692.22509","CENTER ST","627","Single Pole","SINGLE POLE"
"POINT (-122.26758577572912 37.87133380584437)","2,117","ADDISON","2,101","564,416.636121","94704","ADDISON","2,037","25.154","25","4,191,792.15415","SHATTUCK AVE","628","Single Pole","SINGLE POLE"
"POINT (-122.26757751193527 37.87121347078104)","2,117","ADDISON","2,101","564,417.468271","94704","ADDISON","2,104","24.887","25","4,191,778.8079","ADDISON ST","629","Single Pole","SINGLE POLE"
"POINT (-122.26578187552758 37.87073906036158)","2,119","OXFORD","2,101","564,575.812407","94720","OXFORD","2,301","33.022","25","4,191,727.41215","BANCROFT WAY","630","Single Pole","SINGLE POLE"
"POINT (-122.2659109013931 37.870701805199964)","2,119","OXFORD","2,101","564,564.497219","94704","OXFORD","2,150","33.345","25","4,191,723.18992","ADDISON ST","631","Single Pole","SINGLE POLE"
"POINT (-122.27313810542054 37.87142748767773)","1,899","UNIVERSITY","1,801","563,928.215975","94703","UNIVERSITY","1,840","22.554","35","4,191,798.73025","UNIVERSITY AVE","632","Single Pole","SINGLE POLE"
"POINT (-122.27316441912451 37.87164719938083)","1,899","UNIVERSITY","1,801","563,925.711223","94704","UNIVERSITY","1,950","25.151","35","4,191,823.08946","M L KING JR WAY","633","Pole Mast","MASTARM POLE"
"POINT (-122.27309295456656 37.87140332017755)","2,099","MARTIN LUTHER KING J","2,001","563,932.207023","94703","MARTIN LUTHER KING J","1,840","22.453","35","4,191,796.07947","UNIVERSITY AVE","634","Pole Mast","MASTARM POLE"
"POINT (-122.26827446308248 37.87230236542095)","1,999","SHATTUCK","1,951","564,355.222568","94704","SHATTUCK","1,987","30.263","35","4,191,899.1426","SHATTUCK AVE","635","Single Pole","SINGLE POLE"
"POINT (-122.26789066683301 37.872072716104775)","0","SHATTUCK","0","564,389.177218","94704","SHATTUCK","48","25.657","25","4,191,873.92722","SHATTUCK SQ","636","Single Pole","SINGLE POLE"
"POINT (-122.26577069756999 37.87053070850404)","0","WEST CRESCENT","0","564,576.977585","94720","WEST CRESCENT","2,301","32.423","25","4,191,704.30305","BANCROFT WAY","637","Single Pole","SINGLE POLE"
"POINT (-122.26774097440386 37.87233732720755)","2,153","UNIVERSITY","2,111","564,402.112306","94704","UNIVERSITY","2,119","26.827","25","4,191,903.38949","UNIVERSITY AVE","638","Single Pole","SINGLE POLE"
"POINT (-122.26766003018236 37.87214831324081)","2,153","UNIVERSITY","2,111","564,409.396519","94704","UNIVERSITY","2,015","25.85","25","4,191,882.47323","SHATTUCK AVE","639","Single Pole","SINGLE POLE"
"POINT (-122.27291893020191 37.871728198618285)","1,999","MARTIN LUTHER KING J","1,921","563,947.232517","94704","MARTIN LUTHER KING J","1,901","24.462","35","4,191,832.24474","UNIVERSITY AVE","640","Pole Mast","MASTARM POLE"
"POINT (-122.27289813487026 37.87167115091805)","1,999","MARTIN LUTHER KING J","1,921","563,949.11035","94704","MARTIN LUTHER KING J","1,901","19.525","35","4,191,825.92918","UNIVERSITY AVE","641","Single Pole","SINGLE POLE"
"POINT (-122.26626622600398 37.8723378387906)","2,199","UNIVERSITY","2,155","564,531.817748","94704","UNIVERSITY","2,199","27.279","25","4,191,904.46482","ADDISON ST","642","Single Pole","SINGLE POLE"
"POINT (-122.26625912900228 37.87251642867633)","2,199","UNIVERSITY","2,155","564,532.286412","94704","UNIVERSITY","1,990","37.67","25","4,191,924.28464","OXFORD ST","643","Single Pole","SINGLE POLE"
"POINT (-122.26610661936122 37.872317530199794)","2,099","OXFORD","2,001","564,545.873344","94704","OXFORD","2,199","35.644","25","4,191,902.32177","ADDISON ST","644","Single Pole","SINGLE POLE"
"POINT (-122.26620587504493 37.87227666605116)","2,099","OXFORD","2,001","564,537.179841","94704","OXFORD","2,199","34.437","25","4,191,897.71963","ADDISON ST","645","Single Pole","SINGLE POLE"
"POINT (-122.26110529472805 37.872236036619775)","0","UNNAMED UC BERKELEY","0","564,985.816734","94720","UNNAMED UC BERKELEY","2,301","-24.84","25","4,191,896.75116","BANCROFT WAY","646","Single Pole","SINGLE POLE"
"POINT (-122.26589972364233 37.87233828318522)","0","CRESCENT","0","564,564.051444","94720","CRESCENT","2,301","25.148","25","4,191,904.76713","BANCROFT WAY","647","Single Pole","SINGLE POLE"
"POINT (-122.2658540458485 37.87241070732141)","0","CRESCENT","0","564,568.006712","94720","CRESCENT","2,301","25.071","25","4,191,912.83499","BANCROFT WAY","648","Single Pole","SINGLE POLE"
"POINT (-122.26638215878232 37.8733596150851)","2,199","BERKELEY","2,161","564,520.730389","94704","BERKELEY","1,910","35.141","25","4,192,017.75313","OXFORD ST","649","Single Pole","SINGLE POLE"
"POINT (-122.26635277031981 37.873391959546666)","2,199","BERKELEY","2,161","564,523.287028","94704","BERKELEY","1,910","35.165","25","4,192,021.36164","OXFORD ST","650","Single Pole","SINGLE POLE"
"POINT (-122.30118810661251 37.87935725869813)","899","GILMAN","831","561,454.570601","94710","GILMAN","830","-24.202","35","4,192,659.70883","GILMAN ST","651","Pole Mast","MASTARM POLE"
"POINT (-122.26697464753067 37.88058611119188)","2,223","VINE","2,201","564,462.322584","94709","VINE","1,449","54.506","25","4,192,819.13725","OXFORD ST","652","Single Pole","SINGLE POLE"
"POINT (-122.2689517247677 37.87836766675404)","2,119","CEDAR","2,101","564,290.384917","94709","CEDAR","1,607","41.358","35","4,192,571.63275","SHATTUCK AVE","653","Single Pole","SINGLE POLE"
"POINT (-122.2689820722593 37.87834445319504)","2,119","CEDAR","2,101","564,287.735993","94709","CEDAR","1,607","41.182","35","4,192,569.03665","SHATTUCK AVE","654","Single Pole","SINGLE POLE"
"POINT (-122.26102367841418 37.87954287531885)","1,599","EUCLID","1,571","564,986.575357","94708","EUCLID","1,595","86.724","25","4,192,707.51671","EUCLID AVE","655","Single Pole","SINGLE POLE"
"POINT (-122.26943082705614 37.880123487492135)","2,099","VINE","2,025","564,246.724839","94709","VINE","2,044","42.707","25","4,192,766.11457","VINE ST","656","Pole Mast","MASTARM POLE"
"POINT (-122.26946359696771 37.880162805044264)","2,099","VINE","2,025","564,243.808829","94709","VINE","2,044","44.351","25","4,192,770.45464","VINE ST","657","Single Pole","SINGLE POLE"
"POINT (-122.26945869016626 37.88029278750845)","2,099","VINE","2,025","564,244.127713","94709","VINE","1,480","41.798","25","4,192,784.87957","SHATTUCK AVE","658","Single Pole","SINGLE POLE"
"POINT (-122.26949931593519 37.880260557109786)","2,099","VINE","2,025","564,240.58352","94709","VINE","1,480","42.866","25","4,192,781.27561","SHATTUCK AVE","659","Single Pole","SINGLE POLE"
"POINT (-122.26912191243542 37.87851372306894)","1,599","SHATTUCK","1,501","564,275.290817","94709","SHATTUCK","1,550","47.138","35","4,192,587.72005","SHATTUCK AVE","660","Single Pole","SINGLE POLE"
"POINT (-122.26903448653248 37.87850366894747)","1,599","SHATTUCK","1,501","564,282.988474","94709","SHATTUCK","1,549","40.618","35","4,192,586.66521","SHATTUCK AVE","661","Single Pole","SINGLE POLE"
"POINT (-122.26931158469667 37.880153056923625)","1,599","SHATTUCK","1,501","564,257.186211","94709","SHATTUCK","2,100","38.752","35","4,192,769.47753","VINE ST","662","Single Pole","SINGLE POLE"
"POINT (-122.26916045269539 37.88031993179714)","2,139","VINE","2,105","564,270.331839","94709","VINE","1,495","45.138","25","4,192,788.09619","SHATTUCK AVE","663","Single Pole","SINGLE POLE"
"POINT (-122.26914195749437 37.88018760131114)","2,139","VINE","2,105","564,272.072881","94709","VINE","2,100","45.695","25","4,192,773.42664","VINE ST","664","Single Pole","SINGLE POLE"
"POINT (-122.26917620734476 37.880158957330586)","2,139","VINE","2,105","564,269.085765","94709","VINE","2,100","44.332","25","4,192,770.22538","VINE ST","665","Single Pole","SINGLE POLE"
"POINT (-122.26620571197193 37.87428162220296)","1,899","OXFORD","1,701","564,535.444776","94709","OXFORD","1,899","34.615","25","4,192,120.17285","OXFORD ST","666","Single Pole","SINGLE POLE"
"POINT (-122.28311461801127 37.8789143758954)","1,499","ROSE","1,493","563,044.378422","94702","ROSE","1,475","6.811","35","4,192,622.62774","ROSE ST","667","Single Pole","SINGLE POLE"
"POINT (-122.28311055383834 37.87880939940559)","1,499","ROSE","1,493","563,044.824958","94702","ROSE","1,500","7.217","35","4,192,610.98275","SACRAMENTO ST","668","Single Pole","SINGLE POLE"
"POINT (-122.28287331717645 37.87888126732417)","1,549","SACRAMENTO","1,501","563,065.62735","94703","SACRAMENTO","1,500","7.037","35","4,192,619.11718","ROSE ST","669","Single Pole","SINGLE POLE"
"POINT (-122.28299490665503 37.87879356243415)","1,549","SACRAMENTO","1,501","563,055.009108","94702","SACRAMENTO","1,500","13.155","35","4,192,609.30342","SACRAMENTO ST","670","Single Pole","SINGLE POLE"
"POINT (-122.30138186517539 37.87922191433864)","1,399","6TH","1,301","561,437.644151","94710","6TH","816","-27.294","35","4,192,644.56502","GILMAN ST","671","Pole Mast","MASTARM POLE"
"POINT (-122.25673686007588 37.87561557914044)","1,899","LA LOMA","1,801","565,367.040106","94709","LA LOMA","2,701","80.617","25","4,192,274.76888","HEARST AVE","672","Single Pole","SINGLE POLE"
"POINT (-122.26978676120638 37.88194830987729)","2,099","ROSE","2,051","564,213.839206","94709","ROSE","1,400","46.668","35","4,192,968.3371","SHATTUCK AVE","673","Single Pole","SINGLE POLE"
"POINT (-122.27009807148205 37.881906004276836)","2,099","ROSE","2,051","564,186.499434","94709","ROSE","1,400","40.307","35","4,192,963.42852","SHATTUCK AVE","674","Single Pole","SINGLE POLE"
"POINT (-122.2703249494741 37.88202634318062)","2,099","ROSE","2,051","564,166.443257","94709","ROSE","2,089","46.882","35","4,192,976.62444","ROSE ST","675","Single Pole","SINGLE POLE"
"POINT (-122.27648537979682 37.88788985133964)","1,899","MONTEREY","1,821","563,619.652784","94707","MONTEREY","1,100","43.475","35","4,193,622.97444","THE ALAMEDA","676","Single Pole","SINGLE POLE"
"POINT (-122.27652524600451 37.88798290122931)","1,899","MONTEREY","1,821","563,616.06685","94707","MONTEREY","1,835","38.832","35","4,193,633.27135","MONTEREY AVE","677","Single Pole","SINGLE POLE"
"POINT (-122.24706909513054 37.880455744902925)","0","","0","566,212.960068","94720","","2,301","315.763","25","4,192,818.61235","BANCROFT WAY","678","Single Pole","SINGLE POLE"
"POINT (-122.28280652163828 37.87658191703629)","1,499","CEDAR","1,401","563,073.462742","94702","CEDAR","1,600","-0.315","35","4,192,364.04502","SACRAMENTO ST","679","Single Pole","SINGLE POLE"
"POINT (-122.28287760475044 37.8767396911965)","1,499","CEDAR","1,401","563,067.077019","94702","CEDAR","1,564","-0.751","35","4,192,381.50186","SACRAMENTO ST","680","Single Pole","SINGLE POLE"
"POINT (-122.28267086511963 37.876607295586396)","1,623","SACRAMENTO","1,601","563,085.371847","94702","SACRAMENTO","1,600","8.071","35","4,192,366.95268","SACRAMENTO ST","681","Single Pole","SINGLE POLE"
"POINT (-122.2993209914764 37.879853867373164)","901","GILMAN","901","561,618.356228","94710","GILMAN","901","-22.667","35","4,192,716.03998","GILMAN ST","682","Pole Mast","MASTARM POLE"
"POINT (-122.2992512442135 37.879704587674496)","1,399","8TH","1,301","561,624.614569","94710","8TH","924","-22.825","25","4,192,699.52315","GILMAN ST","683","Single Pole","SINGLE POLE"
"POINT (-122.29908720959362 37.87973250025413)","1,399","8TH","1,301","561,639.016465","94710","8TH","950","-26.305","25","4,192,702.72816","GILMAN ST","685","Single Pole","SINGLE POLE"
"POINT (-122.28247043033821 37.87663792036616)","1,521","CEDAR","1,501","563,102.97273","94702","CEDAR","1,605","-0.259","35","4,192,370.48555","SACRAMENTO ST","686","Single Pole","SINGLE POLE"
"POINT (-122.28253734349141 37.87677022315318)","1,521","CEDAR","1,501","563,096.974531","94703","CEDAR","1,501","-0.76","35","4,192,385.11923","CEDAR ST","687","Single Pole","SINGLE POLE"
"POINT (-122.28264808817532 37.876803842915216)","1,599","SACRAMENTO","1,551","563,087.206742","94703","SACRAMENTO","1,501","5.513","35","4,192,388.77456","CEDAR ST","688","Single Pole","SINGLE POLE"
"POINT (-122.27384123419094 37.877871881601806)","1,899","CEDAR","1,827","563,860.81037","94703","CEDAR","1,849","27.486","35","4,192,513.26631","CEDAR ST","689","Single Pole","SINGLE POLE"
"POINT (-122.27382175095661 37.87774499757877)","1,899","CEDAR","1,827","563,862.633082","94709","CEDAR","1,600","24.971","35","4,192,499.20206","M L KING JR WAY","690","Single Pole","SINGLE POLE"
"POINT (-122.27360623502466 37.877755847138104)","1,699","MARTIN LUTHER KING J","1,601","563,881.57666","94709","MARTIN LUTHER KING J","1,601","23.723","35","4,192,500.5534","M L KING JR WAY","691","Single Pole","SINGLE POLE"
"POINT (-122.27378645440729 37.87773358131266)","1,699","MARTIN LUTHER KING J","1,601","563,865.747389","94709","MARTIN LUTHER KING J","1,600","28.836","35","4,192,497.95915","M L KING JR WAY","692","Pole Mast","MASTARM POLE"
"POINT (-122.27355377099646 37.87779813824218)","1,923","CEDAR","1,901","563,886.154587","94709","CEDAR","1,601","24.286","35","4,192,505.28148","M L KING JR WAY","693","Single Pole","SINGLE POLE"
"POINT (-122.2735842624963 37.87790597115196)","1,923","CEDAR","1,901","563,883.380021","94709","CEDAR","1,553","25.718","35","4,192,517.22456","M L KING JR WAY","694","Single Pole","SINGLE POLE"
"POINT (-122.26095825944543 37.879440814475274)","2,599","CEDAR","2,517","564,992.418247","94708","CEDAR","2,500","87.995","35","4,192,696.2385","CEDAR ST","695","Single Pole","SINGLE POLE"
"POINT (-122.2692828843648 37.87846046374328)","2,099","CEDAR","2,025","564,261.179908","94709","CEDAR","1,550","50.412","35","4,192,581.69987","SHATTUCK AVE","696","Single Pole","SINGLE POLE"
"POINT (-122.26923718285899 37.8783239292825)","2,099","CEDAR","2,025","564,265.318451","94709","CEDAR","1,600","45.067","35","4,192,566.58307","SHATTUCK AVE","697","Single Pole","SINGLE POLE"
"POINT (-122.26905988398309 37.87834345191848)","1,649","SHATTUCK","1,601","564,280.893952","94709","SHATTUCK","1,607","51.455","35","4,192,568.87098","SHATTUCK AVE","698","Single Pole","SINGLE POLE"
"POINT (-122.26911151189552 37.87833590058736)","1,649","SHATTUCK","1,601","564,276.359968","94709","SHATTUCK","1,600","40.329","35","4,192,567.99772","SHATTUCK AVE","699","Single Pole","SINGLE POLE"
"POINT (-122.26700148689692 37.87875326502691)","2,199","CEDAR","2,121","564,461.559732","94709","CEDAR","1,550","49.631","35","4,192,615.76023","OXFORD ST","700","Single Pole","SINGLE POLE"
"POINT (-122.26693220929084 37.87865714096249)","2,199","CEDAR","2,121","564,467.736239","94709","CEDAR","1,600","50.457","35","4,192,605.14338","OXFORD ST","701","Single Pole","SINGLE POLE"
"POINT (-122.26678743213033 37.87865395548151)","1,699","OXFORD","1,601","564,480.471484","94709","OXFORD","2,200","51.416","25","4,192,604.89059","CEDAR ST","702","Single Pole","SINGLE POLE"
"POINT (-122.26674797127633 37.87869057698464)","2,249","CEDAR","2,201","564,483.90981","94709","CEDAR","2,200","52.147","35","4,192,608.98092","CEDAR ST","703","Single Pole","SINGLE POLE"
"POINT (-122.3014864527216 37.879388526780104)","821","GILMAN","801","561,428.307837","94710","GILMAN","821","-25.611","35","4,192,662.98185","GILMAN ST","704","Single Pole","SINGLE POLE"
"POINT (-122.2829016205809 37.87900406668967)","1,517","ROSE","1,501","563,063.033849","94703","ROSE","1,501","6.252","35","4,192,632.72296","ROSE ST","705","Single Pole","SINGLE POLE"
"POINT (-122.26114854877818 37.87938406768791)","2,499","CEDAR","2,447","564,975.733491","94709","CEDAR","1,600","110.392","35","4,192,689.80944","EUCLID AVE","706","Single Pole","SINGLE POLE"
"POINT (-122.2612213005186 37.87947742652507)","2,499","CEDAR","2,447","564,969.253643","94708","CEDAR","1,592","105.681","35","4,192,700.11727","EUCLID AVE","707","Single Pole","SINGLE POLE"
"POINT (-122.2612065125518 37.87949790836762)","2,499","CEDAR","2,447","564,970.536323","94708","CEDAR","1,592","102.095","35","4,192,702.39987","EUCLID AVE","708","Single Pole","SINGLE POLE"
"POINT (-122.27368152091738 37.87792294859077)","1,599","MARTIN LUTHER KING J","1,501","563,874.81188","94709","MARTIN LUTHER KING J","1,553","29.025","35","4,192,519.04195","M L KING JR WAY","709","Pole Mast","MASTARM POLE"
"POINT (-122.26920478080118 37.880332378005704)","1,499","SHATTUCK","1,451","564,266.422569","94709","SHATTUCK","1,495","45.742","35","4,192,789.44701","SHATTUCK AVE","710","Pole Mast","MASTARM POLE"
"POINT (-122.26931195652755 37.88032777072948)","1,499","SHATTUCK","1,451","564,257.000996","94709","SHATTUCK","1,480","45.184","35","4,192,788.86171","SHATTUCK AVE","711","Single Pole","SINGLE POLE"
"POINT (-122.24552144258625 37.879102509967076)","0","CENTENNIAL, OA","0","566,350.277728","94720","CENTENNIAL, OA","2,301","292.966","25","4,192,669.56679","BANCROFT WAY","712","Single Pole","SINGLE POLE"
"POINT (-122.24608630429425 37.87980301721694)","0","CENTENNIAL, OA","0","566,299.974176","94720","CENTENNIAL, OA","2,301","303.725","25","4,192,746.8884","BANCROFT WAY","713","Single Pole","SINGLE POLE"
"POINT (-122.24597066142479 37.87981740831122)","0","CENTENNIAL, OA","0","566,310.130924","94720","CENTENNIAL, OA","2,301","304.366","25","4,192,748.56718","BANCROFT WAY","714","Single Pole","SINGLE POLE"
"POINT (-122.24614033293042 37.879921597916216)","0","CENTENNIAL, OA","0","566,295.116356","94720","CENTENNIAL, OA","2,301","303.89","25","4,192,760.00672","BANCROFT WAY","715","Pole Mast","MASTARM POLE"
"POINT (-122.24599896190024 37.87987829680176)","0","CENTENNIAL, OA","0","566,307.587565","94720","CENTENNIAL, OA","2,301","313.655","25","4,192,755.30295","BANCROFT WAY","716","Single Pole","SINGLE POLE"
"POINT (-122.2958780026916 37.880357988199826)","1,399","SAN PABLO","1,301","561,920.717636","94702","SAN PABLO","1,300","-18.506","35","4,192,774.25229","SAN PABLO AVE","717","Pole Mast","MASTARM POLE"
"POINT (-122.2706839858254 37.881948396509664)","0","SHATTUCK","0","564,134.93791","94709","SHATTUCK","2,025","42.197","35","4,192,967.72998","ROSE ST","718","Single Pole","SINGLE POLE"
"POINT (-122.27052373090397 37.88185255452237)","0","SHATTUCK","0","564,149.113384","94709","SHATTUCK","1,425","54.056","35","4,192,957.20539","HENRY ST","719","Single Pole","SINGLE POLE"
"POINT (-122.27033628505549 37.881881073221905)","1,449","SHATTUCK","1,401","564,165.572068","94709","SHATTUCK","2,089","53.36","25","4,192,960.49863","ROSE ST","720","Single Pole","SINGLE POLE"
"POINT (-122.2829734989293 37.879012388995754)","1,499","SACRAMENTO","1,401","563,056.705405","94703","SACRAMENTO","1,501","6.508","35","4,192,633.5975","ROSE ST","721","Pole Mast","MASTARM POLE"
"POINT (-122.28307760813837 37.8789876544092)","1,499","SACRAMENTO","1,401","563,047.570732","94702","SACRAMENTO","1,475","3.609","35","4,192,630.78331","ROSE ST","722","Single Pole","SINGLE POLE"
"POINT (-122.29906329176728 37.8797844344837)","933","GILMAN","933","561,641.076751","94710","GILMAN","950","-20.998","35","4,192,708.5068","GILMAN ST","723","Pole Mast","MASTARM POLE"
"POINT (-122.29595458348162 37.880381252495674)","1,099","GILMAN","1,049","561,913.963609","94702","GILMAN","1,300","-18.63","35","4,192,776.78221","SAN PABLO AVE","724","Single Pole","SINGLE POLE"
"POINT (-122.29600325274748 37.88056277704168)","1,099","GILMAN","1,049","561,909.53066","94706","GILMAN","1,049","-18.395","35","4,192,796.89101","GILMAN ST","725","Single Pole","SINGLE POLE"
