X,Y,OBJECTID,DISTRICT,RTE,RTE_SFX,CNTY,PM_PFX,PM,PM_SFX,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
5448672.93980405,3323953.17457882,9536,6,180,,FRE,,43.63,,GOLDENROD AVENUE,1450,16800,16000,1200,13700,13100
5469895.98265973,3323188.09113523,9537,6,180,,FRE,,47.65,,DICKENSON AVENUE,970,12100,11700,1250,15300,14800
5469902.40193821,3323220.32040147,9538,6,180,,FRE,,47.65,,DICKENSON AVENUE,970,12100,11700,1250,15300,14800
5485567.89488539,3322739.96899998,9539,6,180,,FRE,,50.6,,GRANTLAND AVENUE,1300,15800,15300,1350,16000,15400
5485565.03859189,3322777.54307181,9540,6,180,,FRE,,50.6,,GRANTLAND AVENUE,1300,15800,15300,1350,16000,15400
5496078.8026693,3322444.41709764,9541,6,180,,FRE,,52.59,,CORNELIA AVENUE,1550,18600,17600,1550,18200,17000
5496086.16945247,3322478.32615057,9542,6,180,,FRE,,52.59,,CORNELIA AVENUE,1550,18600,17600,1550,18200,17000
5670318.8675743,3315020.67997664,9543,6,180,,FRE,,87.706,,JCT. RTE. 63 SOUTH,540,4300,3650,850,5500,4550
5670318.8675743,3315020.67997664,9544,6,180,,FRE,,87.706,,JCT. RTE. 63 SOUTH,540,4300,3650,850,5500,4550
5759290.84382947,3307873.40818198,9545,6,180,,TUL,,109.528,,FRESNO/TULARE COUNTY LINE,,,,390,1900,1100
5759290.84382947,3307873.40818198,9546,6,180,,TUL,,109.528,,FRESNO/TULARE COUNTY LINE,,,,390,1900,1100
5764912.05109097,3307283.15805015,9547,6,180,,TUL,,110.829,,"NORTH BOUNDARY GENERAL GRANT GROVE, KINGS CANYON NATIONAL PARK",370,1800,1050,,,
5764912.05109097,3307283.15805015,9548,6,180,,TUL,,110.829,,"NORTH BOUNDARY GENERAL GRANT GROVE, KINGS CANYON NATIONAL PARK",370,1800,1050,,,
5765370.99078989,2757690.13125415,9549,6,184,,KER,L,0,,JCT. RTE. 223,,,,510,4900,4450
5765370.99078989,2757690.13125415,9550,6,184,,KER,L,0,,JCT. RTE. 223,,,,510,4900,4450
5776683.67387314,2826374.83213906,9551,6,184,,KER,R,12.031,,JCT. RTE. 178,530,3900,3550,,,
5776679.12565389,2826375.71009006,9552,6,184,,KER,R,12.031,,JCT. RTE. 178,530,3900,3550,,,
5765817.93543406,2773592.69951457,9553,6,184,,KER,,1.004,,DI GIORGIO ROAD,920,10000,9200,1200,12700,11800
5765790.93187913,2773597.3582979,9554,6,184,,KER,,1.004,,DI GIORGIO ROAD,920,10000,9200,1200,12700,11800
5765856.43699747,2774938.7650639,9555,6,184,,KER,,1.26,,"LAMONT, SEGRUE ROAD",1200,12700,11800,1650,19000,17700
5765825.3576633,2774938.31362122,9556,6,184,,KER,,1.26,,"LAMONT, SEGRUE ROAD",1200,12700,11800,1650,19000,17700
5765969.52404164,2778892.51699889,9557,6,184,,KER,,2.035,,"LAMONT; PANAMA ROAD",1650,19000,17700,1400,16000,14900
5765926.87222405,2778892.56555523,9558,6,184,,KER,,2.035,,"LAMONT; PANAMA ROAD",1650,19000,17700,1400,16000,14900
5766227.89524405,2789509.33172323,9559,6,184,,KER,,4.05,,PANAMA LANE,1000,12400,10900,1050,12800,11400
5766227.89524405,2789509.33172323,9560,6,184,,KER,,4.05,,PANAMA LANE,1000,12400,10900,1050,12800,11400
5766813.39636964,2809398.58262706,9561,6,184,,KER,,7.83,,KIMBER AVENUE,1150,13500,12100,1800,21400,19300
5766764.3183838,2809402.62297331,9562,6,184,,KER,,7.83,,KIMBER AVENUE,1150,13500,12100,1800,21400,19300
5766830.5328183,2809965.47453789,9563,6,184,,KER,,7.937,,JCT. RTE. 58,1800,21400,19300,2000,23300,21200
5766781.14577797,2809964.55557647,9564,6,184,,KER,,7.937,,JCT. RTE. 58,1800,21400,19300,2000,23300,21200
5766847.63416205,2810727.82800005,9565,6,184,,KER,,8.082,,BRUNDAGE LANE,2000,23300,21200,1450,17200,15800
5766804.09881605,2810732.39295156,9566,6,184,,KER,,8.082,,BRUNDAGE LANE,2000,23300,21200,1450,17200,15800
5766850.88415556,2812151.0722008,9567,6,184,,KER,,8.35,,TEHACHAPI ROAD/ EDISON HIGHWAY,1400,16700,15200,1350,16700,14700
5766850.88415556,2812151.0722008,9568,6,184,,KER,,8.35,,TEHACHAPI ROAD/ EDISON HIGHWAY,1400,16700,15200,1350,16700,14700
5767025.10067064,2818687.47152956,9569,6,184,,KER,,9.6,,"BAKERSFIELD, NILES STREET",1200,15100,13300,940,12000,10400
5767025.10067064,2818687.47152956,9570,6,184,,KER,,9.6,,"BAKERSFIELD, NILES STREET",1200,15100,13300,940,12000,10400
5736392.63864172,3065602.69948289,9571,6,190,,TUL,R,15.241,,"PORTERVILLE, JCT. RTE. 65",1150,11900,10800,2750,31500,27500
5736389.22985588,3065667.86864389,9572,6,190,,TUL,R,15.241,,"PORTERVILLE, JCT. RTE. 65",1150,11900,10800,2750,31500,27500
5801988.28894623,3092281.20222814,9573,6,190,,TUL,R,31.551,,WARD AVE-LT/CRAMER DR-RT,370,3950,3550,370,4200,3550
5801988.28894623,3092281.20222814,9574,6,190,,TUL,R,31.551,,WARD AVE-LT/CRAMER DR-RT,370,3950,3550,370,4200,3550
5801984.53173588,3092277.53097564,9575,6,190,,TUL,R,31.55,,"SPRINGVILLE, CRAMER DRIVE",380,4000,3650,380,4000,3650
5801984.53173588,3092277.53097564,9576,6,190,,TUL,R,31.55,,"SPRINGVILLE, CRAMER DRIVE",380,4000,3650,380,4000,3650
5805621.08384597,3095715.37121281,9577,6,190,,TUL,R,32.704,,BALCH PARK DRIVE,290,3200,2750,210,1000,850
5805621.08384597,3095715.37121281,9578,6,190,,TUL,R,32.704,,BALCH PARK DRIVE,290,3200,2750,210,1000,850
5655920.68114763,3067755.82017665,9579,6,190,,TUL,,0,,"TIPTON, JCT. RTE. 99",,,,530,5800,5100
5655920.68114763,3067755.82017665,9580,6,190,,TUL,,0,,"TIPTON, JCT. RTE. 99",,,,530,5800,5100
5740138.36605838,3065469.80900064,9581,6,190,,TUL,,15.95,,"ROAD 244, JAYE ST",2650,30500,27000,2500,28500,25500
5740144.91460171,3065538.40367973,9582,6,190,,TUL,,15.95,,"ROAD 244, JAYE ST",2650,30500,27000,2500,28500,25500
5742764.47793214,3065208.81017882,9583,6,190,,TUL,,16.452,,SOUTH PORTERVILLE,2050,22900,20800,1650,18900,17300
5742764.32832614,3065257.76349297,9584,6,190,,TUL,,16.452,,SOUTH PORTERVILLE,2050,22900,20800,1650,18900,17300
5745480.83798496,3065158.6747804,9585,6,190,,TUL,,16.967,,PLANO STREET (COUNTY ROAD 252),1650,18900,17300,940,11100,9400
5745480.88686939,3065214.62873673,9586,6,190,,TUL,,16.967,,PLANO STREET (COUNTY ROAD 252),1650,18900,17300,940,11100,9400
5753370.45704822,3064998.3598123,9587,6,190,,TUL,,18.453,,HOSPITAL ROAD,970,11800,10800,930,10500,9500
5753349.92493705,3065052.16547897,9588,6,190,,TUL,,18.453,,HOSPITAL ROAD,970,11800,10800,930,10500,9500
5766460.47778414,3063349.51599714,9589,6,190,,TUL,,21.1,,WORTH ROAD (COUNTY ROAD 284),930,10500,9500,720,8000,7300
5766460.47778414,3063349.51599714,9590,6,190,,TUL,,21.1,,WORTH ROAD (COUNTY ROAD 284),930,10500,9500,720,8000,7300
5773069.34153488,3066402.49414314,9591,6,190,,TUL,,22.55,,GOVERNMENT ROAD TO SUCCESS DAM,720,8000,7300,680,6800,6500
5773069.34153488,3066402.49414314,9592,6,190,,TUL,,22.55,,GOVERNMENT ROAD TO SUCCESS DAM,720,8000,7300,680,6800,6500
5778123.24973413,3074912.66445872,9593,6,190,,TUL,,24.45,,TULE INDIAN RESERVATION ROAD (AVENUE 160),670,6800,6300,620,6300,5800
5778123.24973413,3074912.66445872,9594,6,190,,TUL,,24.45,,TULE INDIAN RESERVATION ROAD (AVENUE 160),670,6800,6300,620,6300,5800
5790099.24841988,3082821.32351014,9595,6,190,,TUL,,27.295,,RIVER ISLAND ROAD,510,5200,4750,390,4100,3700
5790099.24841988,3082821.32351014,9596,6,190,,TUL,,27.295,,RIVER ISLAND ROAD,510,5200,4750,390,4100,3700
5802064.1336108,3092355.31297231,9597,6,190,,TUL,,31.701,,JCT OLD RTE 190,370,4200,3550,370,4150,3550
5802064.1336108,3092355.31297231,9598,6,190,,TUL,,31.701,,JCT OLD RTE 190,370,4200,3550,370,4150,3550
5862071.63465856,3094572.13071714,9599,6,190,,TUL,,47.98,,CAMP NELSON ROAD,200,920,770,100,460,380
5862071.63465856,3094572.13071714,9600,6,190,,TUL,,47.98,,CAMP NELSON ROAD,200,920,770,100,460,380
5883186.88409464,3088196.72581705,9601,6,190,,TUL,,56.567,,QUAKING ASPEN CAMP,80,360,290,,,
5883186.88409464,3088196.72581705,9602,6,190,,TUL,,56.567,,QUAKING ASPEN CAMP,80,360,290,,,
5705588.84296598,3066325.43196131,9603,6,190,,TUL,,9.474,,"POPLAR, COUNTY ROAD 192",450,4900,4450,640,6900,6200
5705588.84296598,3066325.43196131,9604,6,190,,TUL,,9.474,,"POPLAR, COUNTY ROAD 192",450,4900,4450,640,6900,6200
5257392.65504256,3124368.67807931,9605,6,198,,FRE,,0,,MONTEREY/FRESNO COUNTY LINE,,,,80,810,750
5257392.65504256,3124368.67807931,9606,6,198,,FRE,,0,,MONTEREY/FRESNO COUNTY LINE,,,,80,810,750
5310436.04305005,3091039.53017081,9607,6,198,,FRE,,12.33,,PARKFIELD JUNCTION,80,810,750,90,860,800
5310436.04305005,3091039.53017081,9608,6,198,,FRE,,12.33,,PARKFIELD JUNCTION,80,810,750,90,860,800
5333905.39965455,3098869.0696298,9609,6,198,,FRE,,19.145,,COALINGA CREEK,90,860,810,90,880,830
5333905.39965455,3098869.0696298,9610,6,198,,FRE,,19.145,,COALINGA CREEK,90,860,810,90,880,830
5342434.14440805,3104332.79393856,9611,6,198,,FRE,,21.19,,FIRESTONE AVENUE,90,890,830,100,1050,970
5342434.14440805,3104332.79393856,9612,6,198,,FRE,,21.19,,FIRESTONE AVENUE,90,890,830,100,1050,970
5343735.72021697,3106939.06858164,9613,6,198,,FRE,,21.74,,"COALINGA, SOUTH CITY LIMITS",100,1050,970,300,3150,3000
5343735.72021697,3106939.06858164,9614,6,198,,FRE,,21.74,,"COALINGA, SOUTH CITY LIMITS",100,1050,970,300,3150,3000
5345867.42822389,3109470.09107864,9615,6,198,,FRE,,22.37,,"COALINGA, 8TH/POLK STREETS",300,3150,3000,620,6600,6200
5345867.42822389,3109470.09107864,9616,6,198,,FRE,,22.37,,"COALINGA, 8TH/POLK STREETS",300,3150,3000,620,6600,6200
5361646.63551055,3148921.72838256,9617,6,198,,FRE,,22.66,,JCT. RTE. 33,620,6600,6200,180,1900,1800
5361646.63551055,3148921.72838256,9618,6,198,,FRE,,22.66,,JCT. RTE. 33,620,6600,6200,180,1900,1800
5382810.62599088,3151065.50985615,9619,6,198,,FRE,,26.814,,JCT. RTE. 5,180,1950,1800,430,5200,4350
5382810.62599088,3151065.50985615,9620,6,198,,FRE,,26.814,,JCT. RTE. 5,180,1950,1800,430,5200,4350
5424240.95848438,3149870.88166797,9621,6,198,,FRE,,34.66,,JCT. RTE. 269,390,4300,3950,490,5500,5000
5424240.95848438,3149870.88166797,9622,6,198,,FRE,,34.66,,JCT. RTE. 269,390,4300,3950,490,5500,5000
5466873.62354697,3148370.08709739,9623,6,198,,FRE,,42.731,,FRESNO/KINGS COUNTY LINE,550,6300,5600,,,
5466873.62354697,3148370.08709739,9624,6,198,,FRE,,42.731,,FRESNO/KINGS COUNTY LINE,550,6300,5600,,,
5519899.56506705,3159688.98867214,9625,6,198,,KIN,R,10.561,,18TH AVENUE,2700,29500,28500,2950,32500,31000
5519903.3219493,3159725.23105372,9626,6,198,,KIN,R,10.561,,18TH AVENUE,2700,29500,28500,2950,32500,31000
5527626.07389222,3161610.35129923,9627,6,198,,KIN,R,12.106,,HOUSTON AVENUE,2950,32500,31000,3750,41500,39500
5527573.95883897,3161638.68752864,9628,6,198,,KIN,R,12.106,,HOUSTON AVENUE,2950,32500,31000,3750,41500,39500
5541204.36169621,3165242.81253822,9629,6,198,,KIN,R,14.767,,14TH AVENUE,3750,41500,39500,3950,44000,42000
5541199.56183705,3165298.2162988,9630,6,198,,KIN,R,14.767,,14TH AVENUE,3750,41500,39500,3950,44000,42000
5546100.60682496,3166969.31958389,9631,6,198,,KIN,R,15.745,,HANFORD/ARMONA ROAD,3950,44000,42000,3850,43500,40500
5546047.75161572,3167002.0065264,9632,6,198,,KIN,R,15.745,,HANFORD/ARMONA ROAD,3950,44000,42000,3850,43500,40500
5552055.16676623,3168454.89141589,9633,6,198,,KIN,R,16.91,,12TH AVENUE,3850,43500,40500,3800,42500,40500
5552061.09884097,3168492.96647097,9634,6,198,,KIN,R,16.91,,12TH AVENUE,3850,43500,40500,3800,42500,40500
5557263.35418446,3169267.54497431,9635,6,198,,KIN,R,17.912,,"HANFORD, 11TH AVENUE",3800,42500,40500,3000,34000,32000
5557267.33285105,3169318.25681515,9636,6,198,,KIN,R,17.912,,"HANFORD, 11TH AVENUE",3800,42500,40500,3000,34000,32000
5562732.48989972,3170121.16531432,9637,6,198,,KIN,R,18.959,,"HANFORD, 10TH AVENUE",2750,31000,29000,3050,34000,33000
5562731.93084572,3170166.89225698,9638,6,198,,KIN,R,18.959,,"HANFORD, 10TH AVENUE",2750,31000,29000,3050,34000,33000
5573365.94665113,3170168.21377665,9639,6,198,,KIN,R,20.975,,JCT. RTE. 43,3050,34000,33000,3100,35500,34000
5573365.95222855,3170223.76451856,9640,6,198,,KIN,R,20.975,,JCT. RTE. 43,3050,34000,33000,3100,35500,34000
5511764.54885681,3156524.32210122,9641,6,198,,KIN,R,8.897,,JCT. RTE. 41,2450,21700,21000,2500,27000,25000
5511760.60562322,3156586.91416764,9642,6,198,,KIN,R,8.897,,JCT. RTE. 41,2450,21700,21000,2500,27000,25000
5514503.59685639,3157900.98732689,9643,6,198,,KIN,R,9.47,,19TH AVE,2500,27000,25000,2850,29500,28500
5514504.9508563,3157953.54955773,9644,6,198,,KIN,R,9.47,,19TH AVE,2500,27000,25000,2850,29500,28500
5466873.62354697,3148370.08709739,9645,6,198,,KIN,,0,,FRESNO/KINGS COUNTY LINE,,,,540,6300,5600
5466873.62354697,3148370.08709739,9646,6,198,,KIN,,0,,FRESNO/KINGS COUNTY LINE,,,,540,6300,5600
5583957.6013208,3170942.00848889,9647,6,198,,KIN,,23.32,,SIXTH AVENUE,3100,35500,34000,3100,35500,34000
5583962.67873847,3171061.17163639,9648,6,198,,KIN,,23.32,,SIXTH AVENUE,3100,35500,34000,3100,35500,34000
5610427.0818463,3169895.37049031,9649,6,198,,KIN,,28.325,,KINGS/TULARE COUNTY LINE,3100,35500,34000,,,
5610426.87745039,3170023.17502473,9650,6,198,,KIN,,28.325,,KINGS/TULARE COUNTY LINE,3100,35500,34000,,,
5482830.64904755,3147762.08142364,9651,6,198,,KIN,,3.011,,MAIN GATE LEMOORE NAVAL AIR STATION,540,6300,5600,1600,15700,13900
5482825.50535706,3147788.87238055,9652,6,198,,KIN,,3.011,,MAIN GATE LEMOORE NAVAL AIR STATION,540,6300,5600,1600,15700,13900
5493286.04381913,3147466.39271057,9653,6,198,,KIN,,4.992,,AVENAL CUTOFF ROAD,1700,15700,14800,2350,21400,20400
5493285.74263863,3147535.62682407,9654,6,198,,KIN,,4.992,,AVENAL CUTOFF ROAD,1700,15700,14800,2350,21400,20400
5668457.89327788,3167772.61325289,9655,6,198,,TUL,R,10.734,,BEN MADDOX WAY,5700,63000,60000,4700,52000,49500
5668452.24040206,3167832.35591556,9656,6,198,,TUL,R,10.734,,BEN MADDOX WAY,5700,63000,60000,4700,52000,49500
5673617.25631872,3167969.60859381,9657,6,198,,TUL,R,11.719,,LOVERS LANE,4700,52000,49500,3500,39000,37000
5673617.3649143,3168016.1462304,9658,6,198,,TUL,R,11.719,,LOVERS LANE,4700,52000,49500,3500,39000,37000
5684250.13990855,3167278.09094797,9659,6,198,,TUL,R,13.737,,COUNTY ROAD 156,3500,39000,37000,3100,34000,32500
5684249.14581606,3167319.79690132,9660,6,198,,TUL,R,13.737,,COUNTY ROAD 156,3500,39000,37000,3100,34000,32500
5689098.33920164,3167218.75510864,9661,6,198,,TUL,R,14.653,,COUNTY ROAD 164,3100,34000,32500,2550,28000,27000
5689081.29428822,3167262.83638531,9662,6,198,,TUL,R,14.653,,COUNTY ROAD 164,3100,34000,32500,2550,28000,27000
5710789.72987388,3166413.12515822,9663,6,198,,TUL,R,18.761,,JCT. RTE. 65 SOUTH,2200,24000,22900,1550,17000,16200
5710792.9480433,3166462.35176581,9664,6,198,,TUL,R,18.761,,JCT. RTE. 65 SOUTH,2200,24000,22900,1550,17000,16200
5716078.06870663,3166124.16904323,9665,6,198,,TUL,R,19.762,,JCT. RTE. 245 NORTH,1550,17000,16200,770,8800,7600
5716080.36988313,3166163.83005315,9666,6,198,,TUL,R,19.762,,JCT. RTE. 245 NORTH,1550,17000,16200,770,8800,7600
5627615.83388606,3169323.06914148,9667,6,198,,TUL,R,3.257,L,BEGIN LEFT ALIGN,,,,1500,17000,15700
5627625.01628238,3169265.20672439,9668,6,198,,TUL,R,3.257,R,BEGIN RIGHT ALIGN,,,,1550,17600,16500
5629925.55531646,3169797.22534539,9669,6,198,,TUL,R,3.711,L,"JCT. RTE. 99, LEFT ALIGN",1500,17000,15700,1500,17000,15700
5630584.71607164,3168759.79500556,9670,6,198,,TUL,R,3.835,R,"JCT. RTE. 99, RIGHT ALIGN",1500,17000,15700,1500,17000,15700
5632656.28213847,3169055.13595031,9671,6,198,,TUL,R,4.23,R,END RIGHT ALIGN,1500,17000,15700,,,
5632672.82934947,3169108.60205072,9672,6,198,,TUL,R,4.248,L,END LEFT ALIGN,1500,17000,15700,,,
5635577.44001006,3168973.88316005,9673,6,198,,TUL,R,4.796,,"ALTA AVENUE; COUNTY ROAD 80",5900,66000,62000,6200,70000,66000
5635578.45706838,3169023.5218403,9674,6,198,,TUL,R,4.796,,"ALTA AVENUE; COUNTY ROAD 80",5900,66000,62000,6200,70000,66000
5657956.64557964,3168195.22165965,9675,6,198,,TUL,R,8.753,,"VISALIA, JCT. RTE. 63 SOUTH",7200,82000,76000,6800,77000,72000
5657968.10913938,3168268.57092239,9676,6,198,,TUL,R,8.753,,"VISALIA, JCT. RTE. 63 SOUTH",7200,82000,76000,6800,77000,72000
5664392.64550288,3167988.8510094,9677,6,198,,TUL,R,9.967,,"VISALIA, JCT. RTE. 63 NORTH",6800,77000,72000,5700,63000,60000
5664387.82628681,3168045.39978081,9678,6,198,,TUL,R,9.967,,"VISALIA, JCT. RTE. 63 NORTH",6800,77000,72000,5700,63000,60000
5610427.0818463,3169895.37049031,9679,6,198,,TUL,,0,,KINGS/TULARE COUNTY LINE,,,,3050,36000,33000
5610426.87745039,3170023.17502473,9680,6,198,,TUL,,0,,KINGS/TULARE COUNTY LINE,,,,3050,36000,33000
5743106.67147347,3183547.53741165,9681,6,198,,TUL,,26.48,,AVE 324,630,6000,5000,630,6000,5000
5743106.67147347,3183547.53741165,9682,6,198,,TUL,,26.48,,AVE 324,630,6000,5000,630,6000,5000
5743703.08071372,3185780.39974381,9683,6,198,,TUL,,26.931,,S LIM LEMON COVE,750,6100,4800,750,6100,4800
5743703.08071372,3185780.39974381,9684,6,198,,TUL,,26.931,,S LIM LEMON COVE,750,6100,4800,750,6100,4800
5744804.32457422,3190692.52148123,9685,6,198,,TUL,,27.96,,JCT. RTE. 216 WEST,750,6100,4800,760,6600,4700
5744804.32457422,3190692.52148123,9686,6,198,,TUL,,27.96,,JCT. RTE. 216 WEST,750,6100,4800,760,6600,4700
5754618.48572014,3190619.23455431,9687,6,198,,TUL,,30.75,,LAKE KAWEAH BOAT LAUNCHING MARINA,760,6600,4700,650,6400,4050
5754618.48572014,3190619.23455431,9688,6,198,,TUL,,30.75,,LAKE KAWEAH BOAT LAUNCHING MARINA,760,6600,4700,650,6400,4050
5770898.61588947,3196047.23813398,9689,6,198,,TUL,,35.91,,MORO ROAD (TO STIVERS RANCH),600,6000,3750,600,6000,3750
5770898.61588947,3196047.23813398,9690,6,198,,TUL,,35.91,,MORO ROAD (TO STIVERS RANCH),600,6000,3750,600,6000,3750
5776383.73746514,3200557.53095065,9691,6,198,,TUL,,37.401,,W LIM THREE RIVERS,600,6000,3750,630,6300,3950
5776383.73746514,3200557.53095065,9692,6,198,,TUL,,37.401,,W LIM THREE RIVERS,600,6000,3750,630,6300,3950
5776382.94744048,3200552.30195847,9693,6,198,,TUL,,37.4,,WEST LIMITS THREE RIVERS,600,6000,3750,600,6000,3750
5776382.94744048,3200552.30195847,9694,6,198,,TUL,,37.4,,WEST LIMITS THREE RIVERS,600,6000,3750,600,6000,3750
5778492.02655564,3203706.62110914,9695,6,198,,TUL,,38.13,,SOUTH FORK DRIVE (RIGHT,770,6300,4600,770,6300,4600
5778492.02655564,3203706.62110914,9696,6,198,,TUL,,38.13,,SOUTH FORK DRIVE (RIGHT,770,6300,4600,770,6300,4600
5779484.62594838,3205297.08840065,9697,6,198,,TUL,,38.49,,"THREE RIVERS, NORTH FORK DRIVE (COUNTY ROAD TO KAWEAH)",630,6300,3950,600,6000,3750
5779484.62594838,3205297.08840065,9698,6,198,,TUL,,38.49,,"THREE RIVERS, NORTH FORK DRIVE (COUNTY ROAD TO KAWEAH)",630,6300,3950,600,6000,3750
5780230.66579489,3207492.54988898,9699,6,198,,TUL,,38.93,,EGGERS DRIVE (RIGHT),720,6000,4400,640,6000,4000
5780230.66579489,3207492.54988898,9700,6,198,,TUL,,38.93,,EGGERS DRIVE (RIGHT),720,6000,4400,640,6000,4000
5782675.11595847,3210559.15694472,9701,6,198,,TUL,,39.691,,E LIM THREE RIVERS,540,5100,3400,540,5100,3400
5782675.11595847,3210559.15694472,9702,6,198,,TUL,,39.691,,E LIM THREE RIVERS,540,5100,3400,540,5100,3400
5793360.63723831,3215525.68933448,9703,6,198,,TUL,,42.35,,"THREE RIVERS, MINERAL KING ROAD",540,5100,3400,410,3650,2100
5793360.63723831,3215525.68933448,9704,6,198,,TUL,,42.35,,"THREE RIVERS, MINERAL KING ROAD",540,5100,3400,410,3650,2100
5799675.40938564,3220795.62662923,9705,6,198,,TUL,,44.163,,SEQUOIA NATIONAL PARK BOUNDARY,410,3650,2100,,,
5799675.40938564,3220795.62662923,9706,6,198,,TUL,,44.163,,SEQUOIA NATIONAL PARK BOUNDARY,410,3650,2100,,,
5642160.4573558,3168741.51584265,9707,6,198,,TUL,,5.76,,"ROAD 92, SHIRK RD",6200,70000,66000,6200,71000,66000
5642172.0400098,3168794.9438854,9708,6,198,,TUL,,5.76,,"ROAD 92, SHIRK RD",6200,70000,66000,6200,71000,66000
5647451.03371689,3168602.68409932,9709,6,198,,TUL,,6.76,,"ROAD 100, AKERS RD",6200,71000,66000,6600,74000,69000
5647446.75813489,3168683.80795281,9710,6,198,,TUL,,6.76,,"ROAD 100, AKERS RD",6200,71000,66000,6600,74000,69000
5652729.11863314,3168404.32393172,9711,6,198,,TUL,,7.76,,DEMAREE ROAD,6600,74000,69000,7200,80000,76000
5652730.20098005,3168479.84543423,9712,6,198,,TUL,,7.76,,DEMAREE ROAD,6600,74000,69000,7200,80000,76000
5654530.19672389,3168365.04579505,9713,6,198,,TUL,,8.1,,"VISALIA, WEST MAIN STREET/ WHITNEY DRIVE",7100,80000,75000,7100,80000,75000
5654531.13635455,3168438.34289256,9714,6,198,,TUL,,8.1,,"VISALIA, WEST MAIN STREET/ WHITNEY DRIVE",7100,80000,75000,7100,80000,75000
5587980.21827555,3240000.49602781,9715,6,201,,FRE,,0.14,,"KINGSBURG, SIMPSON STREET",1350,15700,14700,1300,12900,12100
5587962.91647288,3240027.28271964,9716,6,201,,FRE,,0.14,,"KINGSBURG, SIMPSON STREET",1350,15700,14700,1300,12900,12100
5588738.51236264,3239974.52659155,9717,6,201,,FRE,,0.28,,"KINGSBURG, MARION STREET",1300,12900,12100,750,7700,7100
5588731.55732405,3240001.06525239,9718,6,201,,FRE,,0.28,,"KINGSBURG, MARION STREET",1300,12900,12100,750,7700,7100
5590990.42452547,3239913.16188489,9719,6,201,,FRE,,0.72,,"KINGSBURG, DRAPER STREET",750,7500,7100,1000,9800,9400
5590990.42452547,3239913.16188489,9720,6,201,,FRE,,0.72,,"KINGSBURG, DRAPER STREET",750,7500,7100,1000,9800,9400
5591228.36105748,3239910.22586714,9721,6,201,,FRE,,0.752,,"KINGSBURG, 18TH AVENUE",1000,9800,9400,830,8400,7900
5591228.36105748,3239910.22586714,9722,6,201,,FRE,,0.752,,"KINGSBURG, 18TH AVENUE",1000,9800,9400,830,8400,7900
5587277.58516638,3240018.9408728,9723,6,201,,FRE,,0,,"KINGSBURG, JCT. RTE. 99",,,,1350,15700,14700
5587274.97821622,3240045.34239481,9724,6,201,,FRE,,0,,"KINGSBURG, JCT. RTE. 99",,,,1350,15700,14700
5593184.00708055,3239832.65056297,9725,6,201,,FRE,,1.13,,"KINGSBURG, EAST CITY LIMITS",650,6100,5800,650,6100,5800
5593184.00708055,3239832.65056297,9726,6,201,,FRE,,1.13,,"KINGSBURG, EAST CITY LIMITS",650,6100,5800,650,6100,5800
5594340.42471522,3239790.41737972,9727,6,201,,FRE,,1.343,,FRESNO/TULARE COUNTY LINE,630,6000,5600,,,
5594340.42471522,3239790.41737972,9728,6,201,,FRE,,1.343,,FRESNO/TULARE COUNTY LINE,630,6000,5600,,,
5667584.14535347,3226199.18767248,9729,6,201,,TUL,L,13.98,,JCT. RTE. 63,590,3500,3300,580,5700,5400
5667584.14535347,3226199.18767248,9730,6,201,,TUL,L,13.98,,JCT. RTE. 63,590,3500,3300,580,5700,5400
5603547.16712847,3239519.26864381,9731,6,201,,TUL,R,1.746,,KINGS RIVER BRIDGE,660,6300,5900,660,6300,5900
5603547.16712847,3239519.26864381,9732,6,201,,TUL,R,1.746,,KINGS RIVER BRIDGE,660,6300,5900,660,6300,5900
5594340.42471522,3239790.41737972,9733,6,201,,TUL,,0,,FRESNO/TULARE COUNTY LINE,,,,630,6000,5600
5594340.42471522,3239790.41737972,9734,6,201,,TUL,,0,,FRESNO/TULARE COUNTY LINE,,,,630,6000,5600
5601740.00112338,3239566.0779334,9735,6,201,,TUL,,1.4,,ROAD 28,630,6000,5600,650,6200,5800
5601740.00112338,3239566.0779334,9736,6,201,,TUL,,1.4,,ROAD 28,630,6000,5600,650,6200,5800
5678392.47970788,3225743.98910782,9737,6,201,,TUL,,16.01,,"YETTEM, ROAD 144",560,5600,5000,490,4950,4300
5678392.47970788,3225743.98910782,9738,6,201,,TUL,,16.01,,"YETTEM, ROAD 144",560,5600,5000,490,4950,4300
5702281.88763763,3224740.39268981,9739,6,201,,TUL,,20.52,,ROAD 180,260,2650,2300,150,1450,1250
5702281.88763763,3224740.39268981,9740,6,201,,TUL,,20.52,,ROAD 180,260,2650,2300,150,1450,1250
5715940.04667297,3219368.49759373,9741,6,201,,TUL,,23.957,,JCT. RTE. 245,170,1750,1550,,,
5715940.04667297,3219368.49759373,9742,6,201,,TUL,,23.957,,JCT. RTE. 245,170,1750,1550,,,
5636264.42616889,3238136.18053073,9743,6,201,,TUL,,7.95,,ALTA AVENUE,430,4000,3700,590,3500,3300
5636264.42616889,3238136.18053073,9744,6,201,,TUL,,7.95,,ALTA AVENUE,430,4000,3700,590,3500,3300
