objectid_1,objectid,statehwy,hov,toll,name2,nm,iyr,ifc,sd,fxnm,txnm,globalid,shape_Length
7139,7139,0,0,0, ,SWEETWATER,1990,4,1,HARNESS,BLOSSOM,{AABC08E4-F821-496E-880A-189979B5A67B},1416.190768483019383
7140,7140,0,0,0, ,SWEETWATER,1990,4,1,TYLER,PALM,{832CA21F-2275-40C5-B857-6EA153126D2F},1546.072943340629536
7141,7141,0,0,0, ,BROADWAY,1990,3,1,SWEETWATER,UNKNOWN,{3701B173-C778-4E14-B12F-41D2B738CD60},616.708785349021582
7142,7142,0,0,0, ,BROADWAY,1990,3,1,BROADWAY,FAIRWAY,{1BDDB42C-9317-4665-A24B-36D23E819019},2359.677382730234058
7143,7143,0,0,0, ,SWEETWATER,1990,4,1,TROY,BROADWAY,{C67C4E6A-E2C7-4E68-BBBB-61F4B921089F},3813.811502964415922
7144,7144,0,0,0, ,BROADWAY,1990,3,1,FAIRWAY,SPRING,{59B955ED-F653-4913-B815-2F073E7E6096},830.111042321178502
7145,7145,0,0,0, ,SWEETWATER,1990,4,1,PALM,TROY,{2A2125CD-737B-475B-9A4B-83C03D484D4B},746.081246495905361
7146,7146,0,0,0, ,54TH,1990,3,1,NUTMEG,BILOXI,{DE4838E5-839F-4074-BB3F-42CDDB7FA621},635.177182260630502
7147,7147,0,0,0, ,54TH,1990,3,1,BILOXI,LAUREL,{16A73E2F-BF1C-4EA9-AF10-F9BD066E6AD5},557.072576173098923
7148,7148,0,0,0, ,CARROLL,1990,4,1,LIQUID,REHCO,{A831FA8B-87BF-4A9C-B6AB-0E112FF80CF2},350.711721537645133
7149,7149,0,0,0, ,CARROLL,1990,4,1,REHCO,CRESTMAR,{C19C4C24-2CEE-45F5-90E6-1536401DA641},549.418481465678042
7150,7150,1,0,0,I-5 SB,RAMP I-5 SB,1990,9,1,RAMP SR-52 EB,I-5 SB,{7448B061-4F8B-4914-8796-73D08D0B0480},1319.934863622341027
7151,7151,1,0,0,I-5 NB,RAMP I-5 NB,1990,9,1,I-5 NB,I-5 NB,{C1778C8A-0874-4879-8F13-22968ABD5A6F},2060.450631288993918
7152,7152,1,0,0, ,SR-52 EB,1990,1,1,I-5 NB,REGENTS,{4EFB514C-3426-4F59-8499-075DADFE39E9},2667.299681796840559
7153,7153,1,0,0, ,SR-52 WB,1993,1,1,SANTO,I-15 NB,{7D4F69A9-2C5A-4AF3-8B06-C390A08C0E89},1876.244088703759417
7154,7154,1,0,0, ,SR-52 WB,1990,1,1,I-15 NB,SR-163 SB,{33437C7D-7E9E-44B4-AB85-9ABB525B709F},3847.021962833411180
7155,7155,1,0,0,SR-52 WB,RAMP SR-52 WB,1990,9,1,SR-52 WB,RAMP SR-52 WB,{7909FCCE-AF38-4E8B-9036-F20467B25034},1814.690171876758541
7156,7156,1,0,0,I-805 NB,RAMP I-805 NB,1990,9,1,RAMP SR-52 WB,SR-52 WB,{A9CB8215-2699-43CA-B297-EA30553C7C0D},2372.451272147075542
7157,7157,1,0,0,SR-52 EB,RAMP SR-52 EB,1990,9,1,RAMP SR-52 EB,SR-52 EB,{4696FC09-BCDB-4A61-BEF3-84B15DAFE95D},3290.668511303870673
7158,7158,1,0,0,I-805 SB,RAMP I-805 SB,1990,9,1,RAMP SR-52 WB,SR-52 WB,{EC7E9EAD-FDA5-44A9-8A26-3942D9389EB4},3301.496414781509429
7159,7159,1,0,0,I-805 NB,RAMP I-805 NB,1990,9,1,I-805 NB,RAMP SR-94 EB,{85607524-FD8C-4BF6-ACE5-C4269DB17BAA},2868.285604568970939
7160,7160,1,0,0,SR-94 WB,RAMP SR-94 WB,1990,9,1,RAMP I-805 NB,RAMP I-805 SB,{73A47D62-BE0D-452E-9FA6-F9E35123EC45},2969.720163660421349
7161,7161,1,0,0,SR-94 WB,RAMP SR-94 WB,1990,9,1,SR-94 WB,RAMP I-805 NB,{5BEE81E3-5E1E-400E-8955-D232BAB91D66},1356.119879406770906
7162,7162,1,0,0,I-805 SB,RAMP I-805 SB,1990,9,1,I-805 SB,RAMP I-805 SB,{03CDE60F-1BB6-4603-9A69-6A4206A876FE},1831.114275558670442
7163,7163,1,1,1, ,I-15 HOV SB,1990,1,1,RAMP I-15 HOV SB,UNKNOWN,{D9565E9D-FE8C-4CE5-8A21-74A5A50BB253},2898.242839018312225
7164,7164,1,1,1, ,I-15 HOV NB,1990,1,1,I-15 NB,RAMP I-15 NB,{EA314682-633F-4217-87B4-72B159B77665},2374.358760463426734
7165,7165,1,0,0, ,SR-54 EB,1996,1,1,WOODMAN,WOODMAN,{5A03FFC3-3E72-4A91-BF72-9E818B5115F5},2400.825674987474486
7166,7166,0,0,0, ,01ST,1990,5,1,PEPPER,BRADLEY,{8EC07D35-EC65-4C63-B685-7D8FBC087E65},824.575973653557526
7167,7167,0,0,0, ,PEPPER,1990,5,1,01ST,TOPPER,{73671023-9A21-4CF1-B128-BF8A43B9440D},1142.677671911017114
7168,7168,0,0,0, ,PEPPER,1990,3,1,WINTER GARDENS,PEERLESS,{8A9DF046-56A5-4F63-917B-B0094275D0BE},1308.007942814856051
7169,7169,0,0,0, ,PEPPER,1990,3,1,PEERLESS,PEPPER HILL,{B4F8B7CD-4D77-422C-993A-4A7AC6AA351A},2279.637433892433364
7170,7170,0,0,0, ,PEPPER,1990,3,1,PEPPER HILL,CHATSBURY,{7AEFA2C5-E453-47E3-B1E7-C9010A469459},1175.591255157864680
7171,7171,0,0,0, ,MAIN,1990,3,1,PEPPER,SYDNEY,{C08B0BD4-7748-4EB7-B856-A0DB60BAF914},1232.893584960954513
7172,7172,0,0,0, ,PEPPER,1990,3,1,CHATSBURY,MAIN,{B2FD5246-762E-4DC0-8570-EF18B74D64BC},1999.121592594134654
7173,7173,0,0,0, ,GREENFIELD,1990,3,1,RAMP I-8 WB,RAMP I-8 EB,{C892E33D-6D0A-4EF7-862F-72A97ACBDEDA},396.662278955693978
7174,7174,0,0,0, ,GREENFIELD,1990,3,1,RAMP I-8 EB,BERMUDA LANE,{9236D4B8-0875-4A1B-A023-A7F2BCE6975F},569.988409360124933
7175,7175,0,0,0, ,TAYLOR,1990,3,1,TRANSIT CENTER,UNKNOWN,{A182B5B9-5304-4A49-8B34-BAEB8A809208},181.827185822624557
7176,7176,0,0,0, ,COAST,1990,4,1,LA SALINAS MHP,MORSE,{4A6C3611-FDE2-4E4E-90A5-0C549B2EC428},707.430462453711357
7177,7177,0,0,0, ,CARLSBAD,1990,4,1,EATON,STATE,{AECB3CDF-38A2-42FA-B63B-F08BE8D66D7C},1242.151460077672255
7178,7178,0,0,0, ,CARLSBAD,1990,3,1,CHERRY,REDWOOD,{6AE7BACF-48CD-45E8-AB1C-51A664B09593},916.083703111788736
7179,7179,0,0,0, ,VISTA WY,1990,4,1,NEVADA,COAST,{91954BA6-DE21-4C59-B98E-19825EFC44C3},1109.011898629086772
7180,7180,0,0,0, ,VISTA,1990,4,1,3998/TRI-CITY HOSP,THUNDER,{542AB604-96B5-454A-BA43-B7B3625E1E7D},623.100451761854174
7181,7181,0,0,0, ,VISTA WY,1990,4,1,UNKNOWN,UNKNOWN,{29023B9C-A339-4FAD-9233-B18263AF4FCF},1151.899791871388743
7182,7182,0,0,0, ,EMERALD,1990,4,1,LEWIS,DATE,{3155098D-DDC3-44DE-A7D7-02EA396ADD5C},828.093440991459033
7183,7183,0,0,0, ,EMERALD,1990,4,1,DATE,UNKNOWN,{56B44D69-DD06-44E4-A5AE-32E54D81F598},470.242349979411188
7184,7184,0,0,0, ,EMERALD,1990,4,1,UNKNOWN,WEST,{7AAD6773-9B3E-4C3E-9073-B58DE23A220D},699.025616800113085
7185,7185,0,0,0, ,EMERALD,1990,4,1,WEST,W VISTA,{C4CDAE5E-B892-49D8-BC6C-4F4C25F8D713},375.283543248077876
7186,7186,0,0,0, ,CARLSBAD,1990,3,1,ISLAND,UNKNOWN,{9C4144B1-45CD-4713-9BA4-E9DE42C283BD},588.930487845678158
7187,7187,0,0,0, ,CARLSBAD,1990,3,1,UNKNOWN,LANAKAI MHP,{8CB5478B-DA0B-4CBC-9B4F-6E6F436517C7},2230.872768882368291
7188,7188,0,0,0, ,CARLSBAD VILLAGE,1990,4,1,HIGHLAND,VALLEY ST,{74AADAAB-66AD-4A34-AB17-A804DD6DEDFA},858.151422538301176
7189,7189,0,0,0, ,CARLSBAD VILLAGE,1990,4,1,VALLEY,MONROE,{52DBB830-41F8-496C-BC52-0F51E2073C87},988.917403436165500
7190,7190,0,0,0, ,CARLSBAD,1990,3,1,ARMY/NAVY,BEECH,{997CEB4D-D0EF-4238-9C60-5814F2AB3B62},655.865497180813918
7191,7191,0,0,0, ,CARLSBAD,1990,3,1,BEECH,CHRISTIANSEN,{93F45852-D828-4D8F-A350-2D88E9CE1D78},479.821023152899727
7192,7192,0,0,0, ,CARLSBAD VILLAGE,1990,4,1,DONNA,CELINDA,{D905EF8F-4984-4BF7-9771-1C931ED17F89},1612.286795410461764
7193,7193,0,0,0, ,CARLSBAD VILLAGE,1990,4,1,EL CAMINO REAL,UNKNOWN,{9E052E9E-9328-48E3-B1E7-48765970B63A},555.295402562092818
7194,7194,0,0,0, ,NORTH RIVER,1990,3,1,UNKNOWN,REDONDO,{B75A7B77-9C52-4456-93A3-2B8E4B663348},1847.473030819428914
7195,7195,1,0,0, ,SR-52 EB,1990,1,1,I-805 SB,I-805 NB,{4C41F2C6-3BE5-439D-9255-88D9A2D20B3B},635.546149598589864
7196,7196,1,0,0, ,SR-67 SB,1990,1,1,WINTER GARDENS,RIVERFORD,{5325C134-57DD-4520-BB7B-1CB694A5E1E7},2213.141068294522029
7197,7197,1,0,0, ,SR-54 EB,1991,1,1,HIGHLAND,I-805 SB,{AB502F0D-B40D-4875-AB1A-5247D2EBA879},987.357677772839338
7198,7198,1,0,0, ,SR-54 WB,1996,1,1,WOODMAN,VALLEY,{E0D8A090-CF2A-423D-A429-3262F1DFFD6E},3829.504171898779532
7199,7199,1,0,0, ,I-5 SB,1990,1,1,CLAIREMONT,SEA WORLD,{34F236C5-C96A-4118-91C5-1E59C3C790C7},4266.575072675894262
7200,7200,0,0,0, ,PACIFIC,1990,5,1,SEA WORLD,PACIFIC,{A391DB41-CB5A-4269-B033-0EB8E3CACE1C},977.603731727143213
7201,7201,1,0,0, ,I-8 WB,1990,1,1,I-5 NB,MIDWAY,{1ED8B40D-F59F-4148-A808-F795D6C57215},2603.504564011631828
7202,7202,1,0,0, ,I-5 NB,1990,1,1,OLD TOWN,OLD TOWN,{1DCA49D5-D6C5-4CEC-AF53-E32E09E944F2},893.052726911451373
7203,7203,1,0,0, ,I-5 SB,1990,1,1,OLD TOWN,OLD TOWN,{BC02A22E-4398-4C4D-9335-7990613984CA},1133.417305232598210
7204,7204,1,0,0, ,I-5 SB,1990,1,1,OLD TOWN,OLD TOWN,{3F902BCB-FB43-4082-B0EF-72475136959D},811.231561684408007
7205,7205,1,0,0, ,I-5 SB,1990,1,1,OLD TOWN,HANCOCK,{DA613268-93DD-4E92-96BB-BB98AC9FD01C},647.814365663962462
7206,7206,1,0,0, ,I-5 NB,1990,1,1,TECOLOTE,CLAIREMONT,{B13DA1B8-20CC-4D70-8156-DA63B8E226EE},5013.523631589851902
7207,7207,1,0,0, ,I-5 NB,1990,1,1,OLD TOWN,OLD TOWN,{E00816EB-C811-4F66-B02E-7CE0FB6DF1F8},1116.332305167399227
7208,7208,1,0,0, ,I-5 NB,1990,1,1,OLD TOWN,OLD TOWN,{C0BA7660-D499-4B4F-B345-38C18306FCBD},832.005246691875755
7209,7209,1,0,0, ,I-5 NB,1990,1,1,IMPERIAL,IMPERIAL,{66A15BF2-375B-4B3A-B495-4963099DAAC1},565.424598157506921
7210,7210,1,0,0, ,I-5 NB,1990,1,1,IMPERIAL,IMPERIAL,{6D65B05F-AD7C-4C5F-942D-A6FAAE565913},1048.069097193664902
7211,7211,1,0,0,I-5 SB,RAMP I-5 SB,1990,9,1,I-5 SB,RAMP I-5 SB,{8EF853C1-7BD9-4AE8-B3F1-10391114229D},850.246497284170346
7212,7212,1,0,0,I-5 SB,RAMP I-5 SB,1990,9,1,RAMP I-5 SB,I-5 SB,{B7247559-C6FC-41D6-88DC-C18E6157EFE3},1348.728572421825675
7213,7213,1,0,0,I-5 SB,RAMP I-5 SB,1991,9,1,I-5 SB,RAMP I-5 SB,{EA7FFC4F-BE34-422D-947D-C6DAC0F07028},1401.761216863511208
7214,7214,1,0,0,SR-54 WB,RAMP SR-54 WB,1991,9,1,UNKNOWN,RAMP SR-54 WB,{8CB7EFD7-27A3-4281-8C3B-5B741E0EA3C1},2545.948778318460427
7215,7215,1,0,0,SR-54 WB,RAMP SR-54 WB,1991,9,1,RAMP SR-54 WB,RAMP I-5 SB,{E155141A-7813-4880-94AA-18E0E9C53BCE},490.097640523276652
7216,7216,1,0,0,SR-54 WB,RAMP SR-54 WB,1991,9,1,UNKNOWN,RAMP SR-54 WB,{B61ED34A-D299-4150-BC8F-B2137533BB77},1044.112996565860840
7217,7217,1,0,0,SR-54 WB,RAMP SR-54 WB,1991,9,1,RAMP SR-54 WB,I-5 NB,{5F240F39-4C72-4B67-81B7-E68E92061029},2094.288988720015368
7218,7218,1,0,0,I-5 NB,RAMP I-5 NB,1991,9,1,I-5 NB,RAMP I-5 NB,{EC576F4A-A1A9-416E-AD33-EAD4B8B44398},1815.064222682077798
7219,7219,1,0,0,I-5 NB,RAMP I-5 NB,1991,9,1,RAMP I-5 NB,RAMP SR-54 EB,{8073F36D-771D-4060-BACE-4EF35909D070},517.159011740464507
7220,7220,0,0,0, ,GRAPE,1990,4,1,STATE,RAMP I-5 NB,{DDBB0E9F-6D06-44B7-A9C0-2B1A80D537C3},390.882614934305820
7221,7221,0,0,0, ,GRAPE,1990,4,1,RAMP I-5 NB,ALBATROSS,{57C83E44-163A-4644-A487-1AC790866FD5},134.018954100219531
7222,7222,1,0,0,SR-94 EB,RAMP SR-94 EB,1990,9,1,I-5 SB,25TH,{365FF26B-8B31-4A87-8A3A-B40720CA1D46},844.391083929344063
7223,7223,1,0,0, ,SR-94 EB,1990,1,1,I-5 SB,25TH,{6FAC61D0-2A5C-436B-AB9D-4F9975C64B73},1580.233299530734939
7224,7224,0,0,0, ,PACIFIC,1990,5,1,RAMP I-5 HOV SB,UNKNOWN,{85A09E88-A859-44DA-9029-71F712F8EB8C},259.102280991853490
7225,7225,0,0,0, ,PACIFIC,1990,5,1,UNKNOWN,PACIFIC HWY HOV SB,{AC02CCF3-611D-4039-A808-52239E0192F6},767.685553884218848
7226,7226,0,0,0, ,CESAR CHAVEZ,1990,3,1,TROLLEY STATION,HARBOR,{4D401F73-C467-4B64-A086-88A1C58E833C},89.375895657877791
7227,7227,1,0,0, ,I-5 NB,1990,1,1,SR-15 SB,NATIONAL,{A4ED1B50-03B1-4B37-A2CC-A5F4525CB213},1107.652308708435157
7228,7228,1,0,0, ,I-5 NB,1990,1,1,CIVIC CENTER,MAIN,{310D517D-242A-4342-B4D9-E658680744A1},1181.595910599504350
7229,7229,1,0,0, ,I-5 SB,1990,1,1,CIVIC CENTER,CIVIC CENTER,{520D21D1-D877-47D8-ABAE-1E24857EF3FE},67.844691520326236
7230,7230,1,0,0, ,I-5 SB,1990,1,1,08TH,CIVIC CENTER,{CA0444DE-8059-4A56-80D6-AABB4840E4AD},1755.840132722272756
7231,7231,0,0,0, ,BAY MARINA,1990,4,1,HARRISON,CLEVELAND,{11BF9673-D018-4140-B874-0D874FEEE8EA},317.503019200056372
7232,7232,0,0,0, ,BAY MARINA,1990,4,1,TIDELANDS,HARRISON,{CB2AEC60-3183-4F9E-87D0-327F51797BAD},1316.900567867486643
7233,7233,1,0,0,SR-163 SB,RAMP SR-163 SB,1990,9,1,RAMP SR-163 SB,RAMP I-5 SB,{5A96E8EB-E410-4F59-83E4-7D4BF61F8CAE},836.129848948010363
7234,7234,1,0,0,SR-163 SB,RAMP SR-163 SB,1990,9,1,RAMP I-5 SB,I-5 SB,{E7CBCEAA-8A98-46BB-B6ED-EF36B188B1CC},2418.068401708870169
7235,7235,1,0,0,I-5 SB,RAMP I-5 SB,1990,9,1,I-5 SB,RAMP I-5 SB,{703D0C52-ACDE-4EA5-A3CC-C6B225C5F8A4},727.576099175773038
7236,7236,1,0,0,I-5 SB,RAMP I-5 SB,1990,9,1,RAMP I-5 SB,RAMP I-5 SB,{345C1097-0D80-4EF9-9A77-633651C8A342},3018.884921062536705
7237,7237,0,0,0, ,AVIARA,1990,4,1,UNKNOWN,FINCH,{E06C1EDF-1FBA-4D12-910F-B1CE68A9B2E3},1752.178512142737418
7238,7238,0,0,0, ,AVIARA,1990,4,1,FINCH,BATIQUITOS,{51F2147C-E227-4BF0-9D30-3B25319C89A1},989.643060998927353
7239,7239,0,0,0, ,LA COSTA,1990,3,1,PIRAEUS,SAXONY,{61B56287-9766-410A-993B-F4D2503272C2},3330.679498924493600
7240,7240,0,0,0, ,LA COSTA,1990,3,1,SAXONY,UNKNOWN,{06E690EB-CB76-4E08-A193-D9A583857138},5186.930976492105401
7241,7241,0,0,0, ,LA COSTA,1990,4,1,VIEJO CASTILLA,CALLE MADERO,{13903D49-AAD1-4CF6-AF05-4DDC52F53532},1233.038549945754539
7242,7242,0,0,0, ,ALGA,1990,3,1,EL CAMINO REAL,ESTRELLA DE MAR,{668E9DC4-04DB-4873-A8EF-BEB609F6E485},1044.859947824118535
7243,7243,1,0,0,I-5 NB,RAMP I-5 NB,1990,9,1,I-5 NB,RAMP SR-163 NB,{D4F1B0B2-AD85-4277-8E27-6118931C8BA9},1685.035416858877170
7244,7244,0,0,0, ,HARBOR,1990,3,1,BELT,32ND,{C7DC1940-EBEC-45A9-9624-5E5C120875B6},1082.129760810026255
7245,7245,0,0,0, ,HARBOR,1990,3,1,RAMP I-5 NB,CESAR CHAVEZ,{8113550A-BF1F-4E0D-BA2C-C76226F18B0E},1323.173360279757389
7246,7246,0,0,0, ,HARBOR,1990,3,1,UNKNOWN,RAMP I-5 NB,{0DF60442-A361-4F62-822E-3445CC6968A7},2448.204265688547821
7247,7247,0,0,0, ,HARBOR,1990,3,1,TIDELANDS,CIVIC CENTER,{B017C7F4-E78C-4172-8605-870DC9B505C1},971.809600646757872
7248,7248,0,0,0, ,HARBOR,1990,3,1,SAMPSON,28TH,{1C6635D8-CD06-4725-A8CE-26090F41CEE0},3078.251419699325652
7249,7249,0,0,0, ,HARBOR,1990,3,1,28TH,BELT,{904C2657-15FD-4324-BBEC-3FADEF471F1F},2108.083937305511881
7250,7250,1,1,1,I-15 HOV SB,RAMP I-15 HOV SB,1990,9,1,RAMP I-15 HOV SB,UNKNOWN,{61D140FE-A7BC-449E-91F5-87BD18305AA0},2836.855467492027856
7251,7251,1,0,0,I-805 NB,RAMP I-805 NB,1990,9,1,I-805 NB,I-805 HOV NB,{910E2404-6849-4C72-B661-C9351F2DCAD8},2835.875387475639855
7252,7252,1,0,0,SR-163 SB,RAMP SR-163 SB,1990,9,1,SR-163 SB,SR-163 SB,{47A1DFA1-04B9-47E3-BB53-B51D4F748D0A},3806.522027865408745
7253,7253,1,0,0, ,SR-94 EB,1990,1,1,AVOCADO,CAMPO,{8BD3DD72-C686-4C3D-8002-CD96AE6F1C2F},1950.247415329775549
7254,7254,1,0,0, ,SR-94 WB,1990,1,1,AVOCADO,SWEETWATER SPRINGS,{3182B9FF-13A7-43BF-ABE8-940803096E0C},997.497926486057963
7255,7255,0,0,0, ,COLLEGE,1990,3,1,ESTELLE,ADELAIDE,{A3C33CAC-0AC3-4C35-8226-C99505B12438},251.157008391886336
7256,7256,0,0,0, ,COLLEGE,1990,3,1,ADELAIDE,VIEW,{947FAC18-DCD7-49AA-B87D-C99323F2BD53},722.823666976209552
7257,7257,0,0,0, ,UNIVERSITY,1990,3,1,60TH,COLLEGE,{6589DA26-1E10-4F57-98C7-045FA85E7B21},777.296095059071035
7258,7258,0,0,0, ,UNIVERSITY,1990,3,1,58TH,60TH,{924C132B-AC77-432C-BE30-5742DE81C2F3},2140.784014934090919
7259,7259,0,0,0, ,COLLWOOD,1990,3,1,4600,4400,{2DB0D2E3-F747-46DA-BF4D-BD448A99F120},1344.967449389617741
7260,7260,0,0,0, ,COLLWOOD,1990,3,1,4400,MONROE,{E99E3994-AEC0-46C0-B140-BC6DBB5D867D},1375.603209253663181
7261,7261,0,0,0, ,EL CAJON,1990,3,1,73RD,KEENEY,{0EBCB4AB-3128-4EC6-B43F-762030462ED5},475.103988082265801
7262,7262,0,0,0, ,EL CAJON,1990,3,1,KEENEY,JESSIE,{AC6BCBC1-6B41-432F-B390-56B9BF15B46B},437.130518368792536
7263,7263,0,0,0, ,EL CAJON,1990,3,1,JESSIE,WILLIAMSBURG,{01C88F4B-94AA-4A28-89FD-DCD5E93830E7},572.627204399465654
7264,7264,0,0,0, ,EL CAJON,1990,3,1,PARKS,THORNE,{D2C9CDA5-EECC-426D-8125-1241C1EEE95E},400.194827006678565
7265,7265,0,0,0, ,EL CAJON,1990,3,1,THORNE,LA MESA,{19BC549F-A77F-4157-A8B7-B67F5AEA60A2},799.956505353814464
7266,7266,0,0,0, ,EL CAJON,1990,3,1,71ST,72ND,{76ED4EE9-5CCD-4951-B902-F4431BC64CE5},679.089049767194865
7267,7267,0,0,0, ,CHASE,1990,3,1,EMERALD,ESTES,{A24830B8-5048-4A8B-837A-EE8677B66BF5},678.527606680803046
7268,7268,0,0,0, ,CHASE,1990,3,1,ESTES,SUNSHINE,{A04B7905-BE8D-4D0D-B734-24276D83E2BF},607.519632369372857
7269,7269,0,0,0, ,MISSION,1990,3,1,ALVARADO,FIG,{CFCC4D35-68DD-4AC6-8583-C20E5B88872C},326.864335047406598
7270,7270,0,0,0, ,MISSION,1990,3,1,FIG,COLLEGE,{E65583DA-AA4B-42C5-BB43-BD274C5ACA66},649.987045851734706
7271,7271,0,0,0, ,MAIN,1990,5,1,ALVARADO,FIG,{2C13BBFD-211B-4341-BA1B-8771467C2F98},324.038585975700244
7272,7272,0,0,0, ,MAIN,1990,5,1,FIG,COLLEGE,{E772114B-EDEB-40A8-AE95-5F20891DE2C7},749.172863099775213
7273,7273,0,0,0, ,MISSION,1990,3,1,SANTA MARGARITA,BRANDON,{81254787-A362-4941-BAD7-92DBD555B815},1348.784029974239729
7274,7274,0,0,0, ,FALLBROOK,1990,5,1,MAIN,SHADY GLEN,{07F71E1F-3FF4-4805-92C3-69140AB67C4A},2911.489651927770865
7275,7275,0,0,0, ,FALLBROOK,1990,5,1,SHADY GLEN,MC DONALD,{0BBEBEE3-AB8C-475A-89FE-1A41A5CB11D5},1679.707766713679348
7276,7276,0,0,0, ,MISSION,1990,3,1,DAVIS,STAGE COACH,{D6B7AD66-FFE6-4EE9-8EB3-2A6C4C0972F2},915.053729256743736
7277,7277,0,0,0, ,STAGE COACH,1990,6,1,FALLBROOK,RECHE,{2CEA880B-4F1C-4BAC-80E7-A94642BFC451},2649.464801167061978
7278,7278,0,0,0, ,FALLBROOK,1990,5,1,MC DONALD,STAGE COACH,{9A2B366A-B886-4910-9DD5-5693F965CD68},2629.580488352431075
7279,7279,0,0,0, ,STAGE COACH,1990,6,1,BROOKE,POMEGRANATE,{286B51F9-696E-484A-990D-20CD5DEB1728},3196.769519592336110
7280,7280,0,0,0, ,STAGE COACH,1990,6,1,POMEGRANATE,MORRO,{5032ABFB-B73D-4693-A165-7B96B51483E4},1258.745812040750707
7281,7281,0,0,0, ,STAGE COACH,1990,6,1,RECHE,RANCHWOOD,{861317A0-0F58-4D3B-813C-B65F05B346D2},2029.826492537830745
7282,7282,0,0,0, ,STAGE COACH,1990,6,1,RANCHWOOD,PEPPER TREE,{B7B36F6E-7C73-4D7B-BF6A-EBC416FAC8B0},658.057372695987397
7283,7283,0,0,0, ,RECHE,1990,6,1,STAGE COACH,LOS AMIGOS,{0A93FA46-5A4F-48C5-A36A-B793B24E8022},3109.236431576861378
7284,7284,0,0,0, ,RECHE,1990,6,1,LOS AMIGOS,LIVE OAK PARK,{AFE37C44-C61D-4829-A943-797B63B53393},3003.645394900207521
7285,7285,0,0,0, ,RECHE,1990,6,1,GIRD,RABBIT HILL,{87DC5391-5AA7-405D-8ED9-C161D2F82C21},1461.314838112666166
7286,7286,0,0,0, ,GIRD,1990,6,1,RECHE,VIA DEL ROBLES,{95E3C3A8-2D47-4B65-9548-AAA3F3555666},5038.551988963413351
7287,7287,0,0,0, ,OLD 395,1990,4,1,CANONITA,TECALOTE,{E178F2AB-1706-4580-AF9F-5C2F638D6E11},3014.688483825983894
7288,7288,0,0,0, ,OLD 395,1990,4,1,TECALOTE,PALA MESA,{037449DB-F93A-447B-B93D-E214913CE572},5734.018510572170271
7289,7289,0,0,0, ,GIRD,1990,6,1,PALA MESA,VIA LOMA,{E4F4807E-85A0-400B-BEED-9CAFD46C5CDF},517.037457308443209
7290,7290,0,0,0, ,GIRD,1990,6,1,VIA LOMA,KNOTTWOOD,{1F200112-1A26-4D1D-B8D9-0D232EE73D07},1820.201587101772020
7291,7291,0,0,0, ,GIRD,1990,6,1,VIA DEL ROBLES,LOS SICOMOROS,{B3E22349-61B9-445D-8EBA-137701A21CA9},2488.874891866634243
7292,7292,0,0,0, ,GIRD,1990,6,1,LOS SICOMOROS,LAKETREE,{260BEF11-F339-44C4-AAB7-CCC4A4F5936F},1588.645608088892004
7293,7293,0,0,0, ,GIRD,1990,6,1,LAKETREE,OAK CLIFF,{1AC16327-A52A-4CD0-A7BF-B88A7CEC51D0},2266.994987934328947
7294,7294,0,0,0, ,GIRD,1990,6,1,OAK CLIFF,PALA MESA,{88E4144A-8B5E-4A69-ADF1-75CB010728AD},1061.840250890138805
7295,7295,1,0,0,PALA,SR-76,1990,2,1,03RD,UNKNOWN,{AA13D912-323B-47FE-A9DD-4747EF6F7CF2},600.990718155712443
7296,7296,1,0,0,PALA,SR-76,1990,2,1,UNKNOWN,VALLEY CENTER,{966E4985-B65D-409F-A0C3-DB381DEE5DF5},1983.810792063217832
7297,7297,0,0,0, ,COLE GRADE,1990,4,1,SR-76,PAUMA VISTA,{8BF5E674-0338-4A55-8737-81069DBC1646},17732.500523055627127
7298,7298,0,0,0, ,COLE GRADE,1990,4,1,PAUMA VISTA,MC NALLY,{57FAE134-B517-41D6-A375-8BD1B5FD6A73},1325.548827809318936
7299,7299,0,0,0, ,LILAC,1990,6,1,PALA LOMA,SANTA CATALINA,{94079A63-6855-40DE-9EBE-C0DF4B201995},7817.252105368073899
7300,7300,0,0,0, ,LILAC,1990,6,1,SANTA CATALINA,COUSER CANYON,{5A1D0525-FAC7-492D-9813-021D9BE6FB37},3117.665570680911969
7301,7301,0,0,0, ,COLE GRADE,1990,4,1,MC NALLY,TYLER,{8E67A7A2-DF30-4BDE-AB71-E820E3F939C9},2620.377654261989846
7302,7302,0,0,0, ,COLE GRADE,1990,4,1,TYLER,OAK GLEN,{AF05CF80-44E1-45B7-89D8-3F40793310BC},1351.217611065501842
7303,7303,0,0,0, ,LILAC,1990,6,1,COUSER CANYON,ANTHONY,{87CEA947-B37D-434F-ABFF-A9FAA611A87E},3680.813013401128046
7304,7304,0,0,0, ,LILAC,1990,6,1,WEST LILAC,LILAC HILL,{09296D02-B0F9-42C7-A86B-82AE32625CAA},1345.332757136093960
7305,7305,0,0,0, ,LILAC,1990,6,1,LILAC HILL,OLD CASTLE,{F73046A1-7ACD-488B-87B5-3E3BF8C36D3D},6706.271799604890475
7306,7306,0,0,0, ,EUCLID,1990,4,1,LANDIS,DWIGHT,{AA1DDD86-6940-4864-B370-2AD9A2BB8249},770.552870559646408
